Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Chevrolet,Spark Ls,2011,Manual,Petrol,1000,41000,Negotiable
Toyota,Avanza G,2010,Manual,Petrol,1300,121000,"Rs. 6,350,000"
Toyota,DX Wagon GL,1986,Manual,Petrol,1490,200000,"Rs. 1,625,000"
Mitsubishi,Lancer Box,1986,Manual,Petrol,1400,80000,Negotiable
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Austin,A30,1957,Manual,Petrol,-,5000,"Rs. 1,100,000"
Toyota,Corolla,1987,Manual,Petrol,-,-,"Rs. 950,000"
Toyota,Axio,2015,Automatic,Petrol,1500,172000,"Rs. 10,500,000"
Toyota,Corolla KE20,0,Manual,Petrol,1200,20000,"Rs. 750,000"
Toyota,Aqua,2015,Automatic,Hybrid,1500,121000,"Rs. 9,075,000"
Daewoo,Nubira,2000,Automatic,Petrol,1497,154565,Negotiable
Toyota,KT 147,1985,Manual,Petrol,1500,123456,"Rs. 880,000"
Mini,CROSSOVER,2014,Automatic,Petrol,1600,53000,"Rs. 16,500,000"
Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,140000,"Rs. 7,425,000"
Suzuki,Wagon R FX SafetyHybrid,2023,Automatic,Hybrid,660,2000,"Rs. 8,650,000"
Toyota,Axio Wxb,2017,Automatic,Hybrid,1500,155900,"Rs. 12,750,000"
Peugeot,508,2016,Automatic,Diesel,2000,171000,"Rs. 18,200,000"
Renault,KWID,2016,Manual,Petrol,800,74820,"Rs. 3,585,000"
Toyota,110 Sprinter Xe Vintage,1997,Manual,Diesel,2000,165000,"Rs. 3,500,000"
Toyota,Prius,2012,Automatic,Petrol,1800,175000,"Rs. 11,000,000"
Honda,Civic Fd1 Type S,2007,Automatic,Petrol,1800,185000,Negotiable
Daewoo,RACER,1993,Manual,Petrol,-,-,Negotiable
Toyota,CAMRY CV30,1995,Automatic,Diesel,1970,1234,"Rs. 1,790,000"
Opel,Rekord,0,Manual,Petrol,1500,123,Negotiable
Toyota,Prius,2012,Automatic,Petrol,1800,161000,"Rs. 11,000,000"
Mercedes-Benz,C200 Premium Sport,2019,Automatic,Petrol,1500,29000,"Rs. 26,900,000"
Mercedes-Benz,- C350 Sport Premium,2016,Automatic,Petrol,2200,-,"Rs. 4,975,000(Ongoing Lease)"
Mini,Cooper,1998,Automatic,Petrol,1300,86842,"Rs. 3,950,000"
Honda,Insight,2010,Automatic,Petrol,1500,184000,Negotiable
Toyota,Altezza GXE10,2000,Automatic,Petrol,-,120000,"Rs. 1,475,000(Ongoing Lease)"
Suzuki,Estilo,2011,Manual,Petrol,-,120000,"Rs. 1,275,000(Ongoing Lease)"
Toyota,Allion 260,2008,Automatic,Petrol,1500,230000,"Rs. 8,850,000"
Honda,Grace,2016,Automatic,Hybrid,1500,93000,Negotiable
Holden,Grace,2015,Automatic,Hybrid,-,120000,"Rs. 2,975,000(Ongoing Lease)"
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,660,63600,"Rs. 7,300,000(Ongoing Lease)"
Toyota,Allion 260,2010,Automatic,Petrol,1500,145000,"Rs. 10,500,000"
Honda,Fit Gp5,2015,Automatic,Hybrid,1500,122000,"Rs. 8,550,000"
Honda,GD8,2005,Automatic,Petrol,1500,1420000,"Rs. 4,890,000"
Audi,A3,2017,Automatic,Petrol,100,86000,"Rs. 12,800,000"
Mercedes-Benz,W 210,2000,Manual,Diesel,2500,170000,"Rs. 6,200,000"
Mazda,Familia 323,2000,Automatic,Petrol,1500,2,"Rs. 3,695,000"
Morris,Minor,1954,Manual,Petrol,1000,125000,"Rs. 2,350,000"
Micro,Panda,2014,Manual,Petrol,1000,-,"Rs. 2,475,000"
Suzuki,Spacia,2018,Automatic,Petrol,650,68000,"Rs. 8,495,000"
Toyota,Corolla CE96 Wagon,1994,Manual,Diesel,1850,220000,"Rs. 1,830,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
Nissan,B11 Long Buffer,1985,Manual,Petrol,1300,12345,"Rs. 845,000"
Daihatsu,MIRA,2023,Automatic,Petrol,650,4000,"Rs. 7,150,000"
Mini,Cooper,1998,Automatic,Petrol,1300,42000,"Rs. 3,300,000"
Mercedes-Benz,E350e,2017,Automatic,Hybrid,2000,85000,"Rs. 30,800,000"
BMW,318i M Sport PLUS,2018,Automatic,Petrol,1500,50000,Negotiable
Toyota,IST,2008,Automatic,Petrol,1500,131000,Negotiable
Mercedes-Benz,E250,2011,Automatic,Petrol,2000,92000,"Rs. 19,000,000"
Toyota,Allion 260 G Plus,2017,Automatic,Petrol,1500,101000,"Rs. 15,350,000"
Honda,Grace,2014,Automatic,Hybrid,1496,147500,"Rs. 9,290,000"
Honda,Grace,2015,Automatic,Petrol,1500,125000,"Rs. 9,850,000"
Mazda,Familia BJ5,2000,Automatic,Petrol,1500,120000,"Rs. 3,475,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,68000,"Rs. 7,990,000"
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,151000,"Rs. 8,150,000"
Nissan,FB14,1998,Automatic,Petrol,1395,45000,"Rs. 3,200,000"
Toyota,Prius,2012,Automatic,Petrol,1800,140000,"Rs. 10,500,000"
Honda,FIT GP1,2011,Automatic,Hybrid,1360,145000,"Rs. 6,575,000"
Toyota,Aqua,2012,Automatic,Hybrid,1490,170000,"Rs. 7,590,000"
Hyundai,Accent,2011,Automatic,Diesel,1600,165000,"Rs. 6,500,000"
Suzuki,Celerio,2017,Automatic,Petrol,1000,89000,"Rs. 5,050,000"
Mercedes-Benz,E300,2015,Automatic,Diesel,2000,115000,"Rs. 20,500,000"
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,68000,"Rs. 11,400,000"
Toyota,Aqua G Grade,2016,Automatic,Hybrid,1500,79000,Negotiable
Toyota,Prius,2013,Automatic,Hybrid,1800,160000,"Rs. 9,450,000"
Suzuki,Maruti,2007,Manual,Petrol,800,120000,"Rs. 1,850,000"
Fiat,Uno,1998,Manual,Petrol,1000,165000,"Rs. 1,475,000"
Honda,Honda,1980,Manual,Petrol,1000,-,"Rs. 900,000"
Nissan,Y10,1997,Manual,Diesel,1680,1800000,Negotiable
Toyota,Camry,1991,Manual,Diesel,2000,185000,"Rs. 2,500,000(Ongoing Lease)"
Honda,Civic Ek3,2000,Manual,Petrol,1500,256000,Negotiable
Mercedes-Benz,GLA200 AMG Premium Plus,2018,Automatic,Petrol,1600,60000,"Rs. 23,000,000"
Daihatsu,Taft G Chrome Packeg,2024,Automatic,Petrol,660,250,Negotiable
Suzuki,SX4,2008,Automatic,Petrol,1500,130000,"Rs. 5,375,000"
Honda,Spike,2012,Automatic,Petrol,1500,147200,Negotiable
Suzuki,Maruti,2005,Manual,Petrol,800,-,Negotiable
Suzuki,SX4,2009,Automatic,Petrol,1500,180300,"Rs. 5,200,000"
Toyota,CE110,1997,Automatic,Diesel,1970,440000,"Rs. 3,800,000"
Nissan,Sylphy,2013,Automatic,Petrol,1500,170000,Negotiable
Toyota,CE110,1997,Automatic,Diesel,1970,440000,"Rs. 3,800,000"
Toyota,Corolla 121,2001,Automatic,Petrol,1600,220000,"Rs. 5,950,000"
Daihatsu,Mira X Limited Safety,2024,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Nissan,SB14,1999,Automatic,Diesel,2000,250000,"Rs. 3,525,000"
Toyota,Corolla,2023,Automatic,Petrol,1500,9800,Negotiable
Nissan,FB15,2003,Automatic,Petrol,1490,130000,Negotiable
Proton,Saga,2024,Automatic,Petrol,1300,22000,"Rs. 7,950,000"
Ford,Fiesta,2011,Automatic,Petrol,1430,122000,"Rs. 7,000,000"
Toyota,Avanza,2010,Manual,Petrol,1300,187000,"Rs. 6,990,000"
Toyota,Prius,2011,Automatic,Hybrid,1800,163000,"Rs. 9,190,000"
Toyota,Premio,2011,Automatic,Petrol,1500,100457,"Rs. 12,150,000"
Suzuki,A-star,2012,Manual,Petrol,1000,142000,"Rs. 3,800,000"
Mitsubishi,LANCER CS1 GLX,2007,Automatic,Petrol,1300,123445,Negotiable
Toyota,Premio,2019,Automatic,Petrol,1500,105000,"Rs. 19,000,000"
Mercedes-Benz,E300,2015,Automatic,Diesel,220,150000,"Rs. 17,900,000"
Toyota,Corolla KE72,1983,Manual,Petrol,1300,147000,"Rs. 1,300,000"
Mazda,Alto Japan,2002,Manual,Petrol,650,122457,"Rs. 3,200,000(Ongoing Lease)"
Toyota,Corolla EE90,1989,Manual,Petrol,1300,0,"Rs. 1,500,000"
Honda,Civic FD3,2008,Automatic,Hybrid,1300,171500,"Rs. 6,980,000"
Honda,Civic,2018,Automatic,Petrol,1000,91000,"Rs. 13,500,000"
Honda,Grace,2014,Automatic,Hybrid,1500,163000,"Rs. 9,675,000"
Toyota,Corolla 121,2003,Automatic,Petrol,-,-,"Rs. 6,575,000"
Mitsubishi,Econo,1985,Manual,Petrol,650,68688,"Rs. 575,000"
Nissan,March K10,1985,Manual,Petrol,1000,80000,Negotiable
Honda,FIT GP1,2012,Automatic,Hybrid,1500,152000,Negotiable(Ongoing Lease)
Renault,Kwid,2016,Manual,Petrol,800,81000,"Rs. 3,435,000"
Suzuki,Wagon R ZX,2023,Automatic,Hybrid,650,2995,Negotiable
Subaru,Wrx 9,2002,Automatic,Petrol,2000,165000,"Rs. 11,000,000"
Toyota,CAMRY QCV20,1990,Manual,Diesel,-,-,Negotiable
BMW,E39,1998,Automatic,Petrol,2500,146000,Negotiable
Suzuki,A-Star VXI,2010,Manual,Petrol,998,70000,"Rs. 3,850,000"
Suzuki,Alto 800 Lxi,2015,Manual,Petrol,800,86000,"Rs. 3,630,000"
Toyota,Prius,2013,Automatic,Petrol,1000,150000,"Rs. 10,500,000"
Toyota,Ee96 Dx Wagon,1993,Manual,Petrol,-,-,Negotiable
Honda,TAFT G DARK CHROME,2024,Automatic,Petrol,660,250,Negotiable
Mitsubishi,Ek Wagon,2018,Automatic,Petrol,650,88851,"Rs. 6,800,000(Ongoing Lease)"
Suzuki,ALTO,2015,Manual,Petrol,800,140000,"Rs. 3,750,000(Ongoing Lease)"
Suzuki,Alto Japan,2023,Automatic,Petrol,660,20000,"Rs. 7,475,000"
Toyota,Premio,2011,Automatic,Petrol,1500,105000,"Rs. 12,000,000"
Daihatsu,Mira,2024,Automatic,Petrol,660,2000,"Rs. 7,350,000"
Audi,A3,2016,Automatic,Petrol,1800,99000,"Rs. 17,300,000"
Volkswagen,POLO,2012,Manual,Petrol,1198,70000,Negotiable
Mazda,Axela,2013,Automatic,Hybrid,2000,147000,"Rs. 12,200,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,3769,"Rs. 8,190,000"
Nissan,B310,1979,Manual,Petrol,1400,-,"Rs. 780,000"
Honda,GRACE EX,2016,Automatic,Hybrid,1500,104000,"Rs. 11,500,000"
Toyota,Starlet Np70,1989,Manual,Diesel,1450,224000,"Rs. 1,350,000"
Mazda,G23,1992,Manual,Petrol,1300,154000,"Rs. 1,600,000"
Toyota,Axio 165,2015,Automatic,Hybrid,1500,100200,"Rs. 10,500,000"
Toyota,ALLION,2014,Automatic,Petrol,1998,140000,Negotiable
Mercedes-Benz,CLA 180,2020,Automatic,Petrol,1330,32000,"Rs. 25,500,000"
Toyota,Axio 165,2015,Automatic,Hybrid,1500,102000,"Rs. 10,500,000"
BMW,520D,2013,Automatic,Diesel,2000,108000,"Rs. 23,000,000"
Toyota,Carina TI,1998,Automatic,Petrol,1600,-,"Rs. 4,550,000"
Toyota,BELTA,2009,Automatic,Petrol,1000,125000,"Rs. 6,650,000"
Suzuki,Alto,2010,Manual,Petrol,650,111314,Negotiable
Mazda,Axela,2014,Automatic,Hybrid,2000,137000,"Rs. 11,975,000"
Honda,N WGN,2017,Automatic,Petrol,650,91031,"Rs. 6,995,000"
Mercedes-Benz,C200 Amg Premium Plus,2018,Automatic,Petrol,-,53000,"Rs. 29,500,000"
Micro,Panda,2012,Manual,Petrol,1300,120000,Negotiable
Mercedes-Benz,C 300,2016,Automatic,Diesel,2143,64000,"Rs. 22,500,000"
Nissan,Wingroad,1996,Manual,Petrol,1500,125173,"Rs. 2,650,000"
Toyota,Corolla,1991,Manual,Diesel,1850,170000,"Rs. 1,900,000"
Suzuki,Hustler,2024,Automatic,Hybrid,650,5151,"Rs. 8,790,000"
Nissan,B13,1990,Manual,Diesel,2222,11111,"Rs. 1,800,000"
Suzuki,Wagon R Fx,2023,Automatic,Petrol,650,20261,"Rs. 7,850,000"
Nissan,Pulsar CJ 1,1997,Automatic,Diesel,1990,300000,"Rs. 2,375,000"
Nissan,FB15,2001,Manual,Petrol,1500,112000,"Rs. 3,950,000"
Toyota,Aqua,2013,Automatic,Hybrid,1490,112205,"Rs. 7,995,000"
Isuzu,Gemini,1988,Manual,Diesel,1500,235000,"Rs. 840,000"
Austin,Mini Cooper,1996,Automatic,Petrol,1300,97000,Negotiable
Suzuki,Celerio,2015,Automatic,Petrol,1000,154044,"Rs. 5,385,000"
Toyota,Corolla EE96,1998,Manual,Petrol,1290,100000,"Rs. 1,650,000"
Toyota,Axio,2007,Automatic,Petrol,1500,113000,"Rs. 7,750,000"
Daihatsu,Charade,1997,Manual,Petrol,1300,3333,Negotiable
BMW,520D,2012,Automatic,Diesel,2000,156000,"Rs. 21,000,000"
Toyota,Camry G,2008,Automatic,Petrol,1360,180000,"Rs. 2,750,000(Ongoing Lease)"
Toyota,Soluna,2002,Manual,Petrol,1500,100000,"Rs. 3,900,000"
Audi,A3,2018,Automatic,Petrol,1500,84000,"Rs. 15,000,000"
Nissan,Ad Wagon,1984,Manual,Petrol,1300,100000,"Rs. 675,000"
Toyota,Corolla DX KE 74,1989,Manual,Petrol,1500,200000,"Rs. 1,495,000"
Toyota,Allion 260,2011,Automatic,Petrol,1500,122000,"Rs. 10,450,000"
Toyota,Premio,2018,Automatic,Petrol,1500,115527,"Rs. 17,400,000"
Toyota,Corona,1996,Manual,Diesel,-,190000,"Rs. 3,650,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Toyota,Carina,2007,Manual,Diesel,-,180000,"Rs. 3,650,000"
Perodua,Axia,2025,Automatic,Petrol,1000,-,"Rs. 8,250,000"
Suzuki,Maruti,2011,Manual,Petrol,800,35000,"Rs. 2,185,000"
Citroen,Xsar,2000,Manual,Petrol,1450,200000,Negotiable
BMW,525,2002,Automatic,Petrol,2500,80000,"Rs. 8,000,000"
Suzuki,A-Star,2012,Automatic,Petrol,1000,173000,Negotiable
Zotye,Z100,2020,Manual,Petrol,1000,33000,"Rs. 3,400,000"
Mitsubishi,Lancer Flat Light,1978,Manual,Petrol,1200,0,"Rs. 550,000"
Isuzu,Gemini,1993,Manual,Diesel,1590,125649,"Rs. 1,475,000"
Honda,Grace Ex Sensing,2018,Automatic,Hybrid,1500,90000,"Rs. 13,500,000"
Toyota,Prius,2008,Automatic,Petrol,1490,189000,"Rs. 6,600,000"
Toyota,Axio,2016,Automatic,Hybrid,1500,130000,Negotiable
Nissan,FB15 Super Saloon,2001,Automatic,Petrol,1500,161000,"Rs. 4,200,000"
Toyota,AQUA,2014,Automatic,Hybrid,1500,82000,"Rs. 8,300,000"
Honda,Fit Shutle Nevi Premium,2014,Automatic,Petrol,-,143000,Negotiable
Nissan,Trad Sunny SB12,1989,Manual,Diesel,1800,475000,"Rs. 1,475,000"
Audi,A5 S Line,2018,Automatic,Petrol,1400,42000,"Rs. 26,900,000"
Mercedes-Benz,C200 AMG Premium Plus,2018,Automatic,Petrol,1500,52000,Negotiable
Suzuki,Maruti,2005,Manual,Petrol,800,78000,"Rs. 1,900,000"
Toyota,Premio,2007,Automatic,Petrol,1500,180000,"Rs. 9,750,000"
Nissan,March K10 Sport,1990,Manual,Petrol,980,75000,"Rs. 1,175,000"
Toyota,Axio WXB,2018,Automatic,Petrol,1500,90000,Negotiable
BMW,118i,2010,Automatic,Petrol,1995,39740,"Rs. 17,500,000"
Hyundai,Accent,2001,Manual,Petrol,1300,136000,"Rs. 2,400,000"
Nissan,Ad Wagon,1999,Automatic,Petrol,1300,100250,"Rs. 2,900,000"
Toyota,Corolla DX Wagon,1986,Manual,Petrol,1500,-,"Rs. 1,050,000"
Nissan,Ad Wagon,1999,Automatic,Petrol,1300,228365,"Rs. 3,425,000"
Nissan,AD Wagon VFY11,2000,Automatic,Petrol,1500,186000,"Rs. 3,350,000"
Daihatsu,Mira,1997,Manual,Petrol,800,-,"Rs. 1,900,000"
Mercedes-Benz,W204 C180 AMG CGI,2011,Automatic,Petrol,1800,170,"Rs. 12,000,000"
Toyota,Prius,2011,Automatic,Petrol,1790,155000,Negotiable
Mercedes-Benz,E200,2010,Automatic,Diesel,1800,115000,"Rs. 14,850,000"
Mercedes-Benz,C220,2002,Automatic,Diesel,2000,150000,"Rs. 6,750,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Petrol,800,92000,"Rs. 6,650,000"
BMW,530e M Sport,2017,Automatic,Hybrid,20000,50000,"Rs. 35,000,000"
Toyota,Carina,2000,Automatic,Petrol,1800,150000,Negotiable
Toyota,Allion,2010,Automatic,Petrol,1500,135000,Negotiable
Toyota,Dx Ke72,1987,Manual,Petrol,1300,222222,"Rs. 625,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,101800,"Rs. 3,975,000"
Suzuki,Wagon R Fx,2023,Automatic,Hybrid,650,2680,"Rs. 8,375,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Mercedes-Benz,C220,2002,Automatic,Diesel,2000,150000,"Rs. 6,750,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Petrol,800,92000,"Rs. 6,650,000"
BMW,530e M Sport,2017,Automatic,Hybrid,20000,50000,"Rs. 35,000,000"
Toyota,Carina,2000,Automatic,Petrol,1800,150000,Negotiable
Toyota,Allion,2010,Automatic,Petrol,1500,135000,Negotiable
Toyota,Dx Ke72,1987,Manual,Petrol,1300,222222,"Rs. 625,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,101800,"Rs. 3,975,000"
Suzuki,Wagon R Fx,2023,Automatic,Hybrid,650,2680,"Rs. 8,375,000"
Toyota,Allion 240,2002,Automatic,Petrol,1490,220000,"Rs. 7,050,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,94367,"Rs. 7,800,000"
Toyota,Vitz,2008,Automatic,Petrol,1250,357000,Negotiable
Peugeot,404 Classic Safari,1974,Manual,Petrol,1200,147000,"Rs. 1,175,000"
Toyota,Premio,2019,Automatic,Petrol,1500,-,"Rs. 18,250,000"
Daihatsu,Leone,1992,Manual,Petrol,1300,120000,"Rs. 675,000(Ongoing Lease)"
Toyota,Corolla 110,1997,Automatic,Diesel,1970,-,"Rs. 3,400,000"
Toyota,Vitz,2017,Automatic,Petrol,990,101000,"Rs. 8,490,000"
Suzuki,A-Star,2011,Manual,Petrol,1000,96000,"Rs. 3,975,000"
Perodua,Kenari,2007,Automatic,Petrol,1000,110000,"Rs. 3,480,000"
Mercedes-Benz,C350e Sport Premium,2016,Automatic,Hybrid,1991,87000,"Rs. 24,000,000"
Hyundai,Elantra Japan,2000,Manual,Petrol,1600,-,"Rs. 1,950,000"
Toyota,Axio,2014,Automatic,Hybrid,1500,97000,"Rs. 9,375,000"
Mercedes-Benz,C180,2017,Automatic,Petrol,1490,50000,Negotiable
Toyota,PREMIO,2017,Automatic,Petrol,1500,83800,"Rs. 17,850,000"
Daihatsu,Cuore,1994,Manual,Petrol,850,1,"Rs. 1,350,000"
Toyota,Premio 240,2006,Automatic,Petrol,1790,145000,"Rs. 7,500,000"
Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,92000,"Rs. 2,465,000"
BMW,318i SE,2008,Automatic,Petrol,2000,136000,Negotiable
Toyota,Prius,2013,Automatic,Petrol,1800,160000,"Rs. 12,150,000"
Suzuki,Wagon R Custom Z,2023,Automatic,Hybrid,660,3398,"Rs. 9,700,000"
Hyundai,Accent,2011,Automatic,Diesel,1600,165000,"Rs. 7,000,000"
Toyota,Allion 260,2008,Automatic,Petrol,1500,117000,"Rs. 9,150,000"
Toyota,Corolla AE110,1996,Manual,Petrol,-,-,Negotiable
Lexus,LS400,2000,Automatic,Petrol,-,1,"Rs. 10,000,000"
Mini,Mini,1999,Manual,Petrol,1300,94500,"Rs. 3,350,000"
Daihatsu,Charade,1988,Manual,Diesel,-,140000,Negotiable
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1400,165000,"Rs. 8,375,000"
Toyota,AQUA G Grade,2014,Automatic,Hybrid,1400,-,"Rs. 8,375,000"
Ford,100 E,1958,Manual,Petrol,-,265000,"Rs. 900,000"
Hyundai,Sonata,2001,Automatic,Diesel,3000,250000,Negotiable
Honda,Civic SR,2017,Automatic,Petrol,1000,30569,"Rs. 14,000,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,3769,"Rs. 8,190,000"
Toyota,Passo,2008,Automatic,Petrol,1000,122000,"Rs. 5,050,000"
Toyota,Vitz,2017,Automatic,Petrol,-,50702,"Rs. 8,600,000"
BMW,318i LCI Special Edition,2009,Manual,Petrol,2000,141000,"Rs. 10,500,000"
Toyota,AE110 Rivera,1999,Automatic,Petrol,1500,110000,"Rs. 4,850,000(Ongoing Lease)"
Mercedes-Benz,C180 Cabriolet Convertible,2017,Automatic,Petrol,1590,20000,"Rs. 28,000,000"
Volkswagen,VolksWagon,1972,Manual,Petrol,1300,15000,"Rs. 2,100,000"
Honda,Fit GP1,2011,Automatic,Hybrid,1300,121000,"Rs. 6,650,000"
Toyota,Corolla,1997,Automatic,Diesel,1999,123456,"Rs. 2,800,000"
Peugeot,406,2000,Automatic,Petrol,1990,148000,"Rs. 3,450,000"
BMW,320i,2007,Automatic,Petrol,2000,165400,Negotiable
Suzuki,Wagon R FZ,2015,Automatic,Hybrid,660,155000,"Rs. 5,590,000(Ongoing Lease)"
Nissan,Y10,1999,Automatic,Petrol,1500,300100,"Rs. 3,325,000"
Daihatsu,Mira X Limited LED,2024,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Toyota,Allion 240G Grade,2007,Automatic,Petrol,-,70000,"Rs. 9,000,000"
Volkswagen,Passat,1999,Manual,Petrol,1,207000,"Rs. 2,650,000"
Audi,A6 TFSI,2015,Automatic,Petrol,1800,93000,"Rs. 20,800,000"
Tata,Nano,2015,Manual,Petrol,624,128000,Negotiable
Toyota,Aqua G Limited,2014,Automatic,Hybrid,1500,108000,"Rs. 8,490,000"
Honda,City,2003,Automatic,Petrol,1500,195000,"Rs. 5,500,000"
Porsche,Boxster,2019,Automatic,Petrol,2000,12000,"Rs. 61,000,000"
Toyota,Fielder,2013,Automatic,Hybrid,1500,135000,Negotiable
Toyota,Vitz KSP130,2017,Automatic,Petrol,1000,78000,"Rs. 8,475,000"
Suzuki,Alto,2011,Manual,Petrol,-,185000,Negotiable(Ongoing Lease)
Mercedes-Benz,C300 Blue Tech,2015,Automatic,Hybrid,2100,103000,"Rs. 19,500,000"
Audi,A8,2013,Automatic,Petrol,2000,66000,"Rs. 23,500,000"
Toyota,Allion,2012,Automatic,Petrol,1490,185000,"Rs. 9,990,000"
Nissan,Sunny B211,1977,Manual,Petrol,1200,-,Negotiable
Toyota,AXIO WXB,2018,Automatic,Hybrid,1500,82000,Negotiable
Toyota,Carina 150,1988,Manual,Petrol,1500,2,"Rs. 1,075,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,135000,"Rs. 7,250,000"
Hyundai,Accent,2001,Automatic,Petrol,1500,146854,Negotiable
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,135000,"Rs. 7,250,000"
Tata,Nano,2015,Manual,Petrol,625,83000,Negotiable
Suzuki,SWIFT,2003,Automatic,Petrol,1320,274437,"Rs. 4,350,000"
BMW,523i E39,1998,Automatic,Petrol,2500,146000,"Rs. 5,200,000"
BMW,E46 320D,2000,Manual,Diesel,2000,194000,Negotiable
Suzuki,Maruti,1995,Manual,Petrol,800,145000,"Rs. 930,000(Ongoing Lease)"
Mazda,Familia,1982,Manual,Petrol,1300,1111,Negotiable
Mitsubishi,Colt,1980,Manual,Petrol,1400,190000,"Rs. 1,195,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,75000,"Rs. 8,500,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Mitsubishi,Colt,1980,Manual,Petrol,1400,190000,"Rs. 1,195,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,75000,"Rs. 8,500,000"
Toyota,Vitz,2010,Automatic,Petrol,1300,190000,"Rs. 6,450,000"
Suzuki,Swift Rs Turbo,2017,Automatic,Petrol,990,98000,"Rs. 8,650,000"
Nissan,B211,1976,Manual,Petrol,1200,-,"Rs. 1,550,000"
Suzuki,Wagon R Custom ZX Turbo Upgrade,2023,Automatic,Petrol,660,1500,"Rs. 9,750,000"
Mini,Cooper,1970,Automatic,Petrol,1300,3800,"Rs. 2,725,000"
Toyota,Carina At 150,2024,Manual,Petrol,1499,1111111,"Rs. 1,350,000"
Suzuki,Baleno,2018,Automatic,Petrol,1000,74000,"Rs. 8,000,000"
Nissan,Sunny HB11,1984,Manual,Petrol,1500,0,"Rs. 1,050,000"
Toyota,Allion 260,2008,Automatic,Petrol,1500,178000,"Rs. 9,150,000"
Toyota,Yaris,2023,Automatic,Petrol,990,15000,"Rs. 10,500,000"
