Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Toyota,Axio G Grade,2015,Automatic,Hybrid,1290,139000,Negotiable
Suzuki,Wagon R,2024,Automatic,Hybrid,660,100,Negotiable
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,15600,Negotiable
Mitsubishi,Galant,2000,Manual,Petrol,1800,2200000,"Rs. 3,500,000"
Peugeot,406 HDI,2000,Manual,Diesel,2000,206000,"Rs. 3,400,000"
Daihatsu,G Chrome Venture,2023,Automatic,Petrol,650,9,"Rs. 9,250,000"
Honda,N BOX,2016,Automatic,Petrol,660,116000,"Rs. 6,500,000"
Suzuki,Alto Japan,2019,Automatic,Hybrid,650,48000,Negotiable
Nissan,Bluebird,2002,Automatic,Petrol,1800,230000,"Rs. 3,200,000"
Toyota,Allion 240,2006,Automatic,Petrol,1500,216000,"Rs. 7,200,000"
Nissan,Sunny Hb11,1984,Manual,Petrol,1500,230000,"Rs. 780,000"
Suzuki,Alto Japan,2023,Automatic,Hybrid,650,5000,"Rs. 7,200,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
Ford,Laser,1986,Manual,Petrol,1300,123456,"Rs. 1,200,000"
Suzuki,Cultus Wagon,2001,Manual,Petrol,1500,202644,"Rs. 3,150,000"
Toyota,Corolla,1985,Manual,Petrol,1400,170000,"Rs. 1,100,000"
Hyundai,Matrix,2001,Manual,Petrol,1600,1,"Rs. 2,590,000"
Hyundai,Sonata,2012,Automatic,Petrol,2000,150000,"Rs. 9,700,000"
Peugeot,406,2000,Manual,Petrol,2000,-,"Rs. 2,775,000"
Suzuki,Swift Japan,2006,Automatic,Petrol,1300,-,Negotiable
Toyota,Carina,1987,Manual,Petrol,1500,268320,"Rs. 1,690,000"
Micro,Panda Cross,2013,Manual,Petrol,1300,96000,"Rs. 3,090,000"
Toyota,Starlet,1989,Manual,Diesel,1500,11111,"Rs. 1,275,000"
Toyota,Corsa,1997,Automatic,Petrol,1300,153000,"Rs. 3,150,000"
Audi,A1,2018,Automatic,Petrol,1000,59746,"Rs. 10,000,000"
Mercedes-Benz,CLA 200 AMG Premier PLUS,2019,Automatic,Petrol,1300,16000,Negotiable
Perodua,Viva Elite,2011,Automatic,Petrol,1000,140000,"Rs. 4,500,000"
Toyota,Axio,2015,Automatic,Hybrid,1500,94000,Negotiable
Tata,Indigo Marina,2007,Manual,Diesel,1400,-,"Rs. 1,975,000"
Honda,Civic FD3,2008,Automatic,Hybrid,1300,174000,"Rs. 7,025,000"
Mitsubishi,Lancer Wagon,1979,Manual,Petrol,1400,200000,"Rs. 650,000"
Toyota,Ce108,1996,Automatic,Diesel,1980,183890,Negotiable
Toyota,Prius,2014,Automatic,Hybrid,1800,165000,"Rs. 11,575,000"
Nissan,Laurel,2008,Automatic,Diesel,2000,105000,"Rs. 4,750,000"
Peugeot,406,1993,Manual,Petrol,1500,84854,Negotiable
Mitsubishi,Lancer Box,1985,Manual,Petrol,1500,199456,"Rs. 1,525,000"
Toyota,Wagon EE96,1990,Manual,Petrol,1300,280000,"Rs. 1,625,000"
Toyota,Passo,2019,Automatic,Petrol,1000,28500,"Rs. 7,550,000"
Suzuki,Baleno,2016,Automatic,Petrol,1200,96500,"Rs. 8,150,000"
Morris,Mini Cooper,1995,Manual,Petrol,1300,87504,Negotiable
Toyota,Corolla 121,2005,Manual,Petrol,1300,185000,"Rs. 5,800,000"
Zotye,Z100,2018,Manual,Petrol,990,60500,"Rs. 3,475,000"
Toyota,Vios,2003,Manual,Petrol,1500,232000,"Rs. 4,800,000"
Toyota,Prius,2010,Automatic,Hybrid,1790,160000,"Rs. 9,350,000"
Honda,Civic Ex Japan,2019,Automatic,Petrol,1000,41000,"Rs. 15,500,000"
Mercedes-Benz,C200 Compressor 7 Speed Elegance,2001,Manual,Petrol,1990,105000,"Rs. 7,775,000"
Honda,Civic FD4,2008,Automatic,Petrol,1500,160000,"Rs. 7,065,000"
Mercedes-Benz,C180,2010,Automatic,Petrol,1796,94000,"Rs. 11,000,000"
Honda,NBOX CUSTOM TURBO,2025,Automatic,Petrol,660,-,"Rs. 11,300,000"
Audi,A4,2012,Automatic,Petrol,1600,148000,"Rs. 13,975,000"
Toyota,YARIS,2024,Automatic,Petrol,1000,135,"Rs. 11,600,000"
Suzuki,Maruti,2007,Manual,Petrol,800,48000,"Rs. 1,885,000"
Proton,Wira Evolution,2001,Manual,Petrol,1300,97000,"Rs. 2,500,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,3769,"Rs. 8,190,000"
Suzuki,Alto,2015,Manual,Petrol,800,72000,"Rs. 3,500,000"
Toyota,DX Wagon KE72,1984,Manual,Petrol,1500,234500,Negotiable
Suzuki,Alto,2011,Manual,Petrol,800,127000,"Rs. 3,050,000"
Toyota,Premio 260,2017,Automatic,Petrol,1500,115000,"Rs. 17,150,000"
Mitsubishi,Lancer Wagon,1984,Manual,Petrol,1400,-,"Rs. 600,000"
Toyota,Premio G Superior,2015,Automatic,Petrol,1490,153000,"Rs. 14,850,000"
Nissan,Trad Sunny,1986,Manual,Petrol,1500,229588,"Rs. 1,475,000"
Nissan,AD Wagon,1984,Manual,Petrol,-,-,"Rs. 650,000"
BMW,740i Active,2014,Automatic,Hybrid,2979,40000,Negotiable
Toyota,Vitz,2007,Automatic,Petrol,1300,87809,"Rs. 5,930,000"
Austin,A60,1969,Manual,Diesel,1620,-,Negotiable
Toyota,Vitz,2008,Automatic,Petrol,1000,148000,"Rs. 5,600,000"
Mitsubishi,Lancer Wagon 1400cc Rs.265000,1981,Manual,Petrol,1400,52841,Negotiable
Toyota,Aqua,2015,Automatic,Hybrid,1500,166000,"Rs. 9,300,000"
Mercedes-Benz,E200 AMG CGI,2011,Automatic,Petrol,1800,138000,"Rs. 17,500,000"
Toyota,Corolla 121,2003,Automatic,Petrol,1500,175000,Negotiable
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,127000,Negotiable
Toyota,SPRINTER EE110,1999,Automatic,Petrol,1300,184000,"Rs. 3,725,000"
Suzuki,Swift,2004,Automatic,Petrol,1320,151736,"Rs. 3,600,000(Ongoing Lease)"
Honda,Fit GP5,2014,Automatic,Petrol,1490,114000,Negotiable
Toyota,PRIUS 3RD,2012,Automatic,Hybrid,1800,190000,"Rs. 11,000,000"
Honda,Civic EX Tech Pack Sedan,2020,Automatic,Petrol,1000,48000,"Rs. 16,000,000"
Toyota,IST FL,2004,Automatic,Petrol,1300,145000,Negotiable
Hyundai,Accent,2001,Manual,Petrol,1495,222959,"Rs. 2,875,000"
Toyota,Vitz,2018,Automatic,Petrol,990,94000,"Rs. 8,790,000"
Suzuki,Wagon R ZX,2025,Automatic,Petrol,660,0,Negotiable
Toyota,Ce96,1991,Manual,Diesel,1830,111111,"Rs. 1,725,000"
Daihatsu,Charade G30,1984,Manual,Diesel,990,10000,"Rs. 775,000"
Toyota,Vitz,2007,Automatic,Petrol,1300,114000,"Rs. 5,700,000"
Nissan,B310,1980,Manual,Petrol,1200,12345,"Rs. 650,000"
Toyota,Passo,2011,Automatic,Petrol,1000,137000,"Rs. 5,100,000"
BMW,318I,2016,Automatic,Petrol,1500,60000,"Rs. 20,500,000"
Suzuki,Maruti,2011,Manual,Petrol,800,56000,"Rs. 2,190,000"
Mitsubishi,LANCER BOX MMC 5 Fwd,1982,Manual,Petrol,1400,26440,"Rs. 980,000"
Jaguar,S Type,2001,Automatic,Petrol,3000,115000,"Rs. 5,500,000"
Honda,Civic Tech Pack,2018,Automatic,Petrol,1000,54000,"Rs. 14,600,000"
Toyota,Corolla Elephant Back,1996,Automatic,Diesel,2000,150000,"Rs. 2,750,000"
Mitsubishi,LANCER BOX 4 Fwd,1983,Manual,Petrol,1200,37188,"Rs. 990,000"
Renault,Kwid,2016,Manual,Petrol,800,80000,"Rs. 3,600,000"
Hyundai,Eon,2017,Manual,Petrol,814,82723,"Rs. 4,290,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Renault,Kwid,2016,Manual,Petrol,800,80000,"Rs. 3,600,000"
Hyundai,Eon,2017,Manual,Petrol,814,82723,"Rs. 4,290,000"
Daihatsu,Mira ES G Grade,2024,Automatic,Petrol,660,Import,Negotiable
Nissan,FB15,2004,Automatic,Petrol,1500,179000,"Rs. 4,950,000"
Suzuki,Maruti,2003,Manual,Petrol,-,100000,"Rs. 1,750,000"
Micro,Trend,2012,Manual,Petrol,1000,102500,"Rs. 1,625,000"
Hyundai,Elantra,2000,Automatic,Petrol,1600,231598,"Rs. 2,390,000(Ongoing Lease)"
Honda,FIT GP1,2012,Automatic,Petrol,1330,127000,"Rs. 7,150,000"
Nissan,FB14 Super Saloon,1995,Manual,Petrol,1500,187780,"Rs. 2,875,000"
Micro,Mx7,2013,Automatic,Petrol,1500,148000,Negotiable
Suzuki,Swift MZ,2024,Automatic,Hybrid,1200,10,"Rs. 12,650,000"
Honda,Civic EK3,1996,Manual,Petrol,1500,190000,"Rs. 3,500,000"
Toyota,Yaris X Grade,2022,Automatic,Hybrid,1000,30000,"Rs. 10,590,000"
Suzuki,Alto Japan,2017,Automatic,Petrol,650,69000,"Rs. 5,480,000"
Nissan,Pulsar FN 15 CJ 1,1999,Automatic,Petrol,1490,270000,"Rs. 3,175,000"
Suzuki,Alto,2013,Manual,Petrol,800,110000,Negotiable
Suzuki,Alto,2015,Manual,Petrol,800,100000,"Rs. 3,690,000"
Mitsubishi,Lancer,2014,Automatic,Petrol,1600,165000,"Rs. 12,900,000"
Tata,Indigo,2004,Manual,Petrol,1500,110000,"Rs. 1,850,000"
Toyota,Crown,2014,Automatic,Petrol,-,60000,Negotiable
Nissan,B211,1977,Manual,Petrol,1200,25888,"Rs. 980,000"
Nissan,FB14,1996,Automatic,Petrol,-,-,"Rs. 2,600,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,15000,94500,"Rs. 8,350,000"
Suzuki,ALTO,2023,Automatic,Petrol,660,10000,"Rs. 7,400,000"
Toyota,COROLLA DX,1987,Manual,Petrol,1300,2,"Rs. 1,165,000"
Suzuki,Alto,2014,Manual,Petrol,800,117000,"Rs. 3,425,000"
Mitsubishi,Lancer Wagon,0,Manual,Petrol,1400,200000,"Rs. 640,000"
Tata,Nano Twist,2015,Manual,Petrol,624,130000,"Rs. 1,950,000"
Suzuki,Alto,2016,Manual,Petrol,800,-,"Rs. 3,850,000"
Toyota,Allion G Plus,2013,Automatic,Petrol,1490,134000,"Rs. 12,475,000"
Toyota,Vios,2004,Automatic,Petrol,1500,232152,"Rs. 5,290,000"
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,89800,"Rs. 7,025,000"
Toyota,Allion 240 G Limited,2005,Automatic,Petrol,1500,162000,"Rs. 8,150,000"
Nissan,Hb310,1980,Manual,Petrol,1400,-,"Rs. 900,000"
Honda,FIT GP1,2014,Automatic,Hybrid,1330,158500,"Rs. 7,250,000"
Toyota,Prius G Sport,2013,Automatic,Hybrid,1800,-,Negotiable
Toyota,Aqua S Grade,2014,Automatic,Hybrid,1500,169000,"Rs. 8,400,000"
Mercedes-Benz,190 D,1985,Manual,Diesel,-,250000,"Rs. 3,525,000"
Daihatsu,Cuore,1998,Manual,Petrol,650,170000,"Rs. 1,775,000"
Kia,Pride,1999,Manual,Petrol,1000,140000,"Rs. 1,275,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Proton,Saga,1987,Manual,Petrol,1500,157500,"Rs. 790,000"
Mitsubishi,Lancer CS1,2001,Manual,Petrol,1300,111111,Negotiable
Toyota,Premio,2018,Automatic,Petrol,1500,123000,"Rs. 17,800,000"
Nissan,Pulsar,2001,Automatic,Petrol,-,-,"Rs. 3,250,000"
Toyota,Corolla,1994,Manual,Diesel,1800,133254,"Rs. 2,045,000"
Suzuki,Alto,2015,Manual,Petrol,800,78000,Negotiable
Toyota,Corolla,1992,Manual,Diesel,1700,184000,"Rs. 1,375,000"
Toyota,Avanza,2013,Automatic,Petrol,-,150000,Negotiable
Toyota,Vios,2007,Automatic,Petrol,1500,144000,"Rs. 6,000,000"
Toyota,Prius S Touring,2011,Automatic,Petrol,1800,-,Negotiable
Mitsubishi,Lancer,1990,Manual,Petrol,1500,1234,"Rs. 1,450,000"
Mitsubishi,Lancer Box,1984,Manual,Petrol,1400,400000,"Rs. 740,000"
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,108555,"Rs. 13,850,000"
Nissan,Pulsar,1996,Automatic,Petrol,1490,-,"Rs. 1,975,000(Ongoing Lease)"
Toyota,Aqua,2015,Automatic,Petrol,1500,105000,"Rs. 9,450,000"
Mitsubishi,Willys,1962,Manual,Diesel,2800,100000,"Rs. 3,950,000"
Bajaj,Qute,2019,Manual,Petrol,220,45000,"Rs. 1,425,000"
Nissan,Cefiro,1995,Manual,Petrol,1990,180000,"Rs. 2,100,000"
Mitsubishi,Lancer,2001,Manual,Petrol,1300,200000,"Rs. 4,600,000"
Nissan,Cefiro,2007,Automatic,Petrol,2300,134000,"Rs. 6,950,000"
Nissan,FB14,1997,Manual,Petrol,1500,182000,"Rs. 3,075,000"
Nissan,B310,1978,Manual,Petrol,1200,67500,"Rs. 640,000"
Toyota,Vitz,2009,Automatic,Petrol,990,160600,Negotiable(Ongoing Lease)
Toyota,Axio,2014,Automatic,Hybrid,1500,127000,"Rs. 9,450,000"
Suzuki,Spacia Custom,2023,Automatic,Hybrid,660,Import,Negotiable
Suzuki,S-PRESSO,2019,Automatic,Petrol,1000,42000,"Rs. 5,900,000"
Honda,Fit GP5,2013,Automatic,Petrol,1500,110000,"Rs. 8,050,000(Ongoing Lease)"
Toyota,Corolla 121,2001,Automatic,Petrol,1600,177800,"Rs. 5,850,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,650,74000,"Rs. 7,490,000(Ongoing Lease)"
Nissan,March K12,2002,Automatic,Petrol,1300,146300,"Rs. 3,085,000"
Peugeot,405,1994,Manual,Petrol,1580,141600,"Rs. 1,090,000"
Toyota,SPRINTER 91,1991,Automatic,Petrol,1500,-,Negotiable
Toyota,Vitz,2018,Automatic,Petrol,990,98000,"Rs. 8,500,000"
Honda,FIT GP1,2013,Automatic,Petrol,1300,150000,Negotiable(Ongoing Lease)
Daihatsu,Charade,1982,Manual,Petrol,1000,234355,"Rs. 490,000"
Toyota,Corolla 110,2000,Automatic,Diesel,1970,100000,"Rs. 3,750,000"
Suzuki,Maruti,2003,Manual,Petrol,800,33000,"Rs. 1,650,000"
Toyota,Yaris X,2024,Automatic,Petrol,1000,5100,"Rs. 11,500,000(Ongoing Lease)"
Suzuki,Swift Jeep Model,2003,Automatic,Petrol,1300,136300,"Rs. 4,150,000"
Suzuki,Spacia,2016,Automatic,Hybrid,650,109158,"Rs. 6,700,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Honda,Fit,2014,Automatic,Petrol,100,70000,"Rs. 8,750,000"
Toyota,Corolla 108,1997,Automatic,Diesel,2000,350000,"Rs. 3,100,000"
Mg-Rover,R45,2004,Automatic,Petrol,1796,1680000,Negotiable
Toyota,CE108 Elephant Back,1997,Automatic,Diesel,2000,40263,"Rs. 2,485,000"
Perodua,Axia,2015,Automatic,Petrol,1000,140000,"Rs. 5,800,000"
Toyota,Premio,2017,Automatic,Petrol,1500,108000,Negotiable
Hyundai,Eon,2016,Manual,Petrol,890,143500,"Rs. 3,950,000"
Perodua,Viva Elite,2011,Automatic,Petrol,-,110,"Rs. 4,250,000"
Suzuki,Wagon R,2016,Automatic,Petrol,650,102000,"Rs. 5,980,000"
Toyota,Corolla AE100,1995,Automatic,Petrol,1490,206000,"Rs. 3,000,000"
Toyota,SAI,2010,Automatic,Hybrid,2400,110000,Negotiable
Toyota,Vios,2003,Manual,Petrol,1500,-,"Rs. 4,475,000"
Mazda,6,2015,Automatic,Petrol,2000,126000,Negotiable
Daihatsu,MIRA,1988,Manual,Petrol,800,100,"Rs. 480,000"
MG,6,2013,Manual,Petrol,1800,146000,"Rs. 1,625,000(Ongoing Lease)"
BMW,Mini Cooper,2016,Automatic,Petrol,1200,27000,"Rs. 15,000,000"
Tata,Indica,2014,Manual,Petrol,1200,56000,Negotiable
Suzuki,Wagon R,2006,Automatic,Petrol,1000,113000,"Rs. 4,625,000"
Mercedes-Benz,C200,2018,Automatic,Petrol,1500,32500,Negotiable
Daihatsu,Mira,2024,Automatic,Petrol,660,7000,"Rs. 7,550,000"
BMW,530e,2018,Automatic,Hybrid,1998,10850,"Rs. 36,750,000"
Daihatsu,Mira X Limited,2024,Automatic,Petrol,650,2900,"Rs. 7,475,000"
Toyota,Carina 170,1991,Manual,Diesel,2000,63939,"Rs. 1,950,000"
Toyota,Axio,2014,Automatic,Hybrid,1500,210000,Negotiable
Mitsubishi,Lancer Box,1982,Manual,Petrol,1400,-,Negotiable
Suzuki,Maruti Sports,2012,Manual,Petrol,800,91000,"Rs. 2,520,000"
Suzuki,Wagon R Fz Safety,2018,Automatic,Petrol,650,85000,Negotiable
Daihatsu,Mira L,2023,Automatic,Petrol,660,15000,Negotiable
Mini,Austin,1961,Manual,Petrol,1000,100000,"Rs. 1,600,000"
Toyota,Prius S LED,2014,Automatic,Hybrid,1800,150000,"Rs. 11,450,000"
Toyota,SIENTA,2018,Automatic,Hybrid,1500,73000,"Rs. 18,500,000"
Peugeot,605,1994,Manual,Diesel,2000,425857,"Rs. 2,150,000"
Nissan,FB13,1992,Manual,Petrol,1490,178532,"Rs. 2,230,000"
Nissan,Laurel,2001,Automatic,Petrol,25000,106000,"Rs. 6,100,000"
Toyota,Vitz,2019,Automatic,Petrol,1000,57000,"Rs. 9,150,000"
Kia,PICANTO SPORTS,2016,Automatic,Petrol,1000,85000,"Rs. 6,150,000"
Zotye,Z100,2019,Manual,Petrol,1000,75000,Negotiable
Nissan,Ad Wagon,1996,Manual,Petrol,1500,200000,"Rs. 2,390,000"
Toyota,Aqua G,2015,Automatic,Petrol,1499,170000,"Rs. 7,990,000"
Peugeot,406,2000,Manual,Petrol,2000,150000,"Rs. 3,200,000"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
Suzuki,Wagon R,2008,Manual,Petrol,1000,117000,Negotiable
Kia,Spectra,2001,Manual,Petrol,1600,1234,Negotiable
Volvo,S40,2000,Manual,Diesel,1800,0,"Rs. 2,450,000"
Suzuki,Maruti 800,2006,Manual,Petrol,800,67000,"Rs. 1,950,000"
Toyota,ROOMY,2020,Automatic,Petrol,1000,100000,Negotiable
Hyundai,ELANTRA,2010,Automatic,Petrol,1590,157000,"Rs. 4,750,000"
Suzuki,Wagon R Fx Z,2018,Automatic,Petrol,660,79000,"Rs. 6,900,000"
Toyota,Pixis Mega Turbo,2017,Automatic,Petrol,660,51000,"Rs. 7,900,000(Ongoing Lease)"
Nissan,TEANA,2013,Automatic,Petrol,2500,-,Negotiable
BMW,520i,2011,Automatic,Petrol,2000,145000,"Rs. 17,800,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,990,86000,"Rs. 8,500,000"
Toyota,Tank,2018,Automatic,Petrol,1000,107000,Negotiable
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,660,68000,"Rs. 7,650,000"
Micro,Trend,2012,Manual,Petrol,1000,51000,"Rs. 1,850,000"
Mitsubishi,Attrage,2014,Automatic,Petrol,1200,130000,"Rs. 6,800,000"
Toyota,PIXIS WAGON TURBO,2016,Automatic,Petrol,650,92000,Negotiable
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,99000,"Rs. 13,725,000"
Audi,A4 B5,2000,Manual,Diesel,1900,200000,Negotiable
Mitsubishi,Lancer Wagon,1979,Manual,Petrol,1400,2600,"Rs. 975,000"
Toyota,Aqua,2013,Automatic,Petrol,-,73000,"Rs. 8,200,000"
Toyota,Sprinter SE Saloon,1999,Automatic,Petrol,1320,-,"Rs. 3,850,000"
Toyota,BELTA,2012,Automatic,Petrol,1300,135000,"Rs. 7,075,000"
Nissan,FB15,2003,Automatic,Petrol,1500,146325,"Rs. 4,750,000"
Mini,Cooper,1980,Automatic,Petrol,1300,99500,"Rs. 3,600,000"
Honda,Accord CF3 Vtec,2002,Manual,Petrol,1840,200000,Negotiable
Hyundai,Sonata,2008,Automatic,Petrol,2000,102021,"Rs. 2,500,000"
Toyota,AE80,1984,Manual,Petrol,1300,12345,"Rs. 1,350,000"
Nissan,FB14,1998,Automatic,Diesel,1500,-,Negotiable
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,92000,"Rs. 7,150,000"
Toyota,Vitz,2018,Automatic,Petrol,990,35000,"Rs. 9,200,000"
Mazda,Demio,2007,Automatic,Petrol,1500,230000,"Rs. 5,850,000"
Toyota,Starlet EP91,1998,Manual,Petrol,1300,123456,Negotiable
Suzuki,Alto,1998,Manual,Petrol,650,12345,"Rs. 3,100,000"
Honda,FIT GP1,2011,Automatic,Hybrid,1500,12345,"Rs. 6,950,000"
Toyota,CE96,1991,Automatic,Diesel,2000,150000,"Rs. 2,000,000"
Toyota,Allion,2007,Automatic,Petrol,1500,185000,"Rs. 8,775,000"
Honda,FD3,2009,Automatic,Petrol,1500,12345,Negotiable
Suzuki,Baleno,2016,Automatic,Petrol,1000,40000,"Rs. 8,500,000"
Renault,Megane 2,2004,Manual,Petrol,1600,123927,"Rs. 3,000,000"
BMW,116i,2011,Automatic,Petrol,1500,112000,"Rs. 12,500,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,3769,"Rs. 8,190,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,82000,"Rs. 8,650,000"
Suzuki,Suzuki,1988,Manual,Petrol,800,75008,"Rs. 975,000"
BMW,520D,2012,Automatic,Diesel,2000,160000,Negotiable
Mazda,Miata,1993,Manual,Petrol,1600,102000,Negotiable
Toyota,Corona Ct 190,1994,Manual,Diesel,2000,123456,"Rs. 2,450,000"
Toyota,Cresta,2006,Automatic,Diesel,2000,183000,"Rs. 5,500,000"
Mercedes-Benz,E300,2015,Automatic,Diesel,2000,65000,Negotiable
Toyota,Corona,1993,Manual,Diesel,2000,12345,"Rs. 2,250,000"
Suzuki,SWIFT,2017,Automatic,Petrol,-,55000,"Rs. 8,500,000"
Nissan,Pulsar Cj1,1998,Automatic,Petrol,1400,154000,"Rs. 3,550,000"
Nissan,B11,1985,Manual,Petrol,1500,67000,"Rs. 2,650,000"
Suzuki,Alto,2016,Manual,Petrol,800,62000,"Rs. 4,050,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,660,2100,"Rs. 9,675,000"
Kia,Rio,2003,Manual,Petrol,1330,138000,"Rs. 2,375,000"
Mercedes-Benz,C180 Kompressor,2010,Automatic,Petrol,1590,99000,"Rs. 11,200,000"
Toyota,Corolla Axio,2016,Automatic,Hybrid,1500,127000,"Rs. 12,000,000"
Daihatsu,Mira,2023,Automatic,Petrol,650,3700,"Rs. 6,950,000"
Hillman,Minx Mark Viii Humber Dickey,1954,Manual,Petrol,1500,175000,"Rs. 385,000"
Micro,Trend,2009,Manual,Petrol,1000,84000,"Rs. 1,250,000"
Nissan,HB11,1987,Manual,Petrol,1500,80000,"Rs. 675,000"
Audi,A3 S Line,2018,Automatic,Petrol,1300,118000,"Rs. 15,800,000"
Suzuki,Wagon R Custom ZX,2023,Automatic,Hybrid,660,3000,"Rs. 9,490,000"
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,121000,"Rs. 13,200,000"
Suzuki,Alto Japan,2023,Automatic,Hybrid,650,5400,Negotiable
Toyota,Elephant Back EE 102 DX Wagon,1995,Automatic,Petrol,1330,252000,"Rs. 3,075,000"
Toyota,Premio G Superior,2019,Automatic,Petrol,-,119000,Negotiable
Perodua,Axia G Grade,2016,Automatic,Petrol,1000,97000,Negotiable
Suzuki,Swift,2004,Automatic,Petrol,1300,127000,"Rs. 4,380,000"
Suzuki,Wagon R,2018,Automatic,Petrol,650,94000,"Rs. 7,150,000"
Morris,Minor 1000,1958,Manual,Petrol,1000,-,"Rs. 1,000,000"
BMW,520D,2012,Automatic,Diesel,2000,165400,Negotiable
Honda,Civic EK3,1996,Automatic,Petrol,1500,215000,"Rs. 3,500,000"
Mazda,Familia 323,1989,Manual,Petrol,1300,178200,"Rs. 1,775,000"
Toyota,Vitz Safety Edition,2017,Automatic,Petrol,1000,101000,"Rs. 8,300,000"
Toyota,Vios,2003,Manual,Petrol,1500,185437,"Rs. 4,700,000"
Honda,Fit GP5 S Grade,2013,Automatic,Petrol,1500,154000,"Rs. 8,375,000"
Toyota,Prius,2008,Automatic,Hybrid,-,222000,"Rs. 6,975,000"
Renault,Kwid,2018,Automatic,Petrol,999,102000,"Rs. 4,295,000"
Renault,Kwid,2018,Manual,Petrol,800,99000,"Rs. 3,495,000"
Toyota,Axio,2017,Automatic,Hybrid,1500,102000,"Rs. 13,800,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,Premio,2004,Automatic,Petrol,1500,110000,"Rs. 7,300,000"
Nissan,Ad Wagon Vy10,1992,Manual,Petrol,1300,1832,"Rs. 1,575,000"
Toyota,Passo,2007,Automatic,Petrol,1000,128560,"Rs. 4,750,000"
Toyota,Vitz Safety,2016,Automatic,Petrol,990,110000,"Rs. 7,750,000"
Peugeot,406,2000,Manual,Petrol,1800,151741,"Rs. 3,250,000"
Toyota,Platz,2002,Automatic,Petrol,1000,-,"Rs. 3,860,000"
Nissan,B310,1977,Manual,Petrol,1200,75000,"Rs. 475,000"
