Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price (Rs.)
Toyota,Vios,2003,Automatic,Petrol,1500,165000,"Rs. 5,100,000"
Toyota,Vios,2004,Automatic,Petrol,1500,165000,"Rs. 5,150,000"
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,165000,"Rs. 6,750,000"
Toyota,Aqua,2013,Automatic,Hybrid,1500,165000,"Rs. 7,800,000"
Toyota,Premio G Grade,2009,Automatic,Petrol,1500,165000,"Rs. 8,850,000"
Toyota,Premio G Superior,2011,Automatic,Petrol,1500,165000,"Rs. 8,875,000"
Toyota,Premio,2011,Automatic,Petrol,1500,165000,"Rs. 9,150,000"
Toyota,Camry,2007,Automatic,Petrol,2400,165000,"Rs. 7,950,000"
Suzuki,Ignis Swift,2003,Manual,Petrol,1328,165014,"Rs. 3,600,000"
Honda,Fit Gp1,2012,Automatic,Hybrid,1330,165500,"Rs. 6,475,000"
Toyota,Belta,2007,Automatic,Petrol,1000,165739,"Rs. 5,950,000"
Nissan,March,2001,Automatic,Petrol,1000,166000,"Rs. 3,550,000"
Toyota,Starlet Ep91,1996,Automatic,Petrol,1300,166000,"Rs. 3,600,000"
Toyota,Starlet Ep91,1996,Automatic,Petrol,1330,166000,"Rs. 3,600,000"
Nissan,N17,2005,Automatic,Petrol,1590,166000,"Rs. 4,700,000"
Toyota,Premio 260,2007,Automatic,Petrol,1500,166500,"Rs. 7,950,000"
Toyota,Premio G Superior,2011,Automatic,Petrol,1500,166500,"Rs. 9,675,000"
Nissan,ZAA-AZEO LEAF,2014,Automatic,Electric,70,167000,"Rs. 6,300,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,167000,"Rs. 4,175,000"
Perodua,Viva Elite,2012,Automatic,Petrol,1000,167000,"Rs. 4,390,000"
Toyota,Belta,2007,Automatic,Petrol,1000,167000,"Rs. 6,050,000"
Suzuki,Swift,2005,Automatic,Petrol,1300,167000,"Rs. 4,300,000"
Toyota,Aqua,2014,Automatic,Petrol,1490,167000,"Rs. 7,800,000"
Nissan,FB15,1999,Automatic,Petrol,1500,167000,"Rs. 1,850,000"
Nissan,Tiida,2007,Automatic,Petrol,1500,167000,"Rs. 4,750,000"
Toyota,Premio 260,2010,Automatic,Petrol,1500,167000,"Rs. 9,875,000"
Toyota,Camry,2007,Automatic,Petrol,2400,167000,"Rs. 7,900,000"
Perodua,Viva Elite,2012,Manual,Petrol,1000,168000,"Rs. 4,250,000(Ongoing Lease)"
Toyota,Vitz,2007,Automatic,Petrol,1300,168000,"Rs. 5,725,000"
Toyota,COROLLA 110,1996,Automatic,Petrol,1330,168000,"Rs. 3,450,000"
Honda,FIT GP5 L Grade,2015,Automatic,Hybrid,1500,168000,"Rs. 7,550,000"
Nissan,Sunny FB14 Super Saloon,1996,Manual,Petrol,1500,168000,"Rs. 2,950,000"
Nissan,N16 Sunny-FACE,2007,Automatic,Petrol,1500,168000,"Rs. 5,390,000"
Toyota,COROLLA AE100 SE SALOON,1992,Manual,Petrol,1500,168000,"Rs. 2,975,000"
Toyota,Soluna,2000,Automatic,Petrol,1500,168000,"Rs. 3,630,000"
Toyota,Vios,2004,Automatic,Petrol,1500,168000,"Rs. 5,290,000"
Toyota,Corolla 141,2008,Automatic,Petrol,1500,168000,"Rs. 6,950,000"
Toyota,Allion G Plus,2010,Automatic,Petrol,1500,168000,"Rs. 8,900,000"
Toyota,Corolla 121,2001,Automatic,Petrol,1600,168000,"Rs. 5,890,000"
Toyota,Corolla,1994,Manual,Diesel,2000,168000,"Rs. 2,750,000"
Nissan,Teana JK230,2004,Automatic,Petrol,2300,168740,"Rs. 5,790,000"
Morris,Traveller,1959,Manual,Petrol,1000,169000,"Rs. 950,000"
Nissan,Wingroad WFY11,2001,Automatic,Petrol,1500,169000,"Rs. 3,450,000"
Nissan,FB15,2002,Automatic,Petrol,1500,169000,"Rs. 4,600,000"
Nissan,Bluebird Sylphy FG 10,2001,Automatic,Petrol,1500,169000,"Rs. 4,850,000"
Suzuki,Cultus,1996,Automatic,Petrol,1500,169000,"Rs. 2,550,000"
Toyota,Corolla 121,2006,Automatic,Petrol,1500,169000,"Rs. 6,925,000"
Toyota,Axio,2011,Automatic,Petrol,1500,169000,"Rs. 7,790,000"
Toyota,Allion,2010,Automatic,Petrol,1500,169000,"Rs. 8,700,000"
Toyota,Allion 260,2008,Automatic,Petrol,1500,169000,"Rs. 9,100,000"
Toyota,Allion 260,2008,Automatic,Petrol,1500,169000,"Rs. 9,100,000"
Toyota,Camry G Grade,2007,Automatic,Petrol,2400,169000,"Rs. 7,990,000"
Suzuki,Alto Japan,2002,Automatic,Petrol,650,169200,"Rs. 3,575,000"
Toyota,Vitz SCP 90,2009,Automatic,Petrol,1300,169200,"Rs. 6,200,000"
Nissan,N16 Sunny,2000,Automatic,Petrol,1500,169300,"Rs. 4,400,000"
Nissan,March K11,2001,Automatic,Petrol,1000,169890,"Rs. 3,280,000"
Suzuki,Alto Japan X,2018,Automatic,Petrol,650,170000,"Rs. 5,390,000"
Nissan,March K11,1994,Manual,Petrol,1000,170000,"Rs. 2,695,000"
Perodua,KELISA,2005,Automatic,Petrol,1000,170000,"Rs. 3,150,000"
Suzuki,Zen Estilo,2011,Manual,Petrol,1000,170000,"Rs. 3,700,000"
Chevrolet,Cruze,2003,Automatic,Petrol,1300,170000,"Rs. 3,775,000"
Kia,Rio,2005,Manual,Petrol,1300,170000,"Rs. 2,675,000"
Suzuki,Swift,2003,Automatic,Petrol,1300,170000,"Rs. 4,000,000"
Toyota,Corsa Tercel,1996,Automatic,Petrol,1300,170000,"Rs. 3,200,000"
Toyota,Yaris,2007,Automatic,Petrol,1300,170000,"Rs. 6,600,000"
Honda,Fit Shuttle Gp2,2013,Automatic,Hybrid,1350,170000,"Rs. 8,300,000"
Tata,Indigo Marina,2005,Manual,Petrol,1400,170000,"Rs. 1,900,000"
Honda,Fit GP5,2014,Automatic,Petrol,1490,170000,"Rs. 7,495,000"
Honda,Fit GP5,2014,Automatic,Petrol,1490,170000,"Rs. 7,495,000"
Toyota,COROLLA 121 G GRADE,2006,Automatic,Petrol,1490,170000,"Rs. 6,850,000"
Toyota,Axio 141 G Grade,2010,Automatic,Petrol,1490,170000,"Rs. 7,975,000"
Honda,City,2005,Automatic,Petrol,1500,170000,"Rs. 4,325,000"
Nissan,FB15,2002,Automatic,Petrol,1500,170000,"Rs. 4,700,000(Ongoing Lease)"
Toyota,Corolla 110,1997,Automatic,Diesel,1500,170000,"Rs. 3,500,000"
Toyota,Corolla AE110,1999,Automatic,Petrol,1500,170000,"Rs. 4,485,000"
Toyota,Corolla 121 X Limited,2006,Automatic,Petrol,1500,170000,"Rs. 6,700,000"
Toyota,Aqua Gs,2013,Automatic,Petrol,1500,170000,"Rs. 8,175,000"
Honda,Civic FD1,2006,Automatic,Petrol,1800,170000,"Rs. 6,450,000"
Lexus,CT200H,2012,Automatic,Petrol,1800,170000,"Rs. 8,700,000"
Lexus,CT200h,2012,Automatic,Petrol,1800,170000,"Rs. 9,050,000"
Toyota,Prius,2011,Automatic,Hybrid,1800,170000,"Rs. 8,975,000"
Toyota,Prius G Touring,2011,Automatic,Hybrid,1800,170000,"Rs. 9,390,000"
Nissan,Primera,2001,Manual,Petrol,1990,170000,"Rs. 3,790,000"
Nissan,Ad Wagon,1997,Automatic,Diesel,2000,170000,"Rs. 2,378,000"
Toyota,Corolla 121,2002,Manual,Diesel,2180,170000,"Rs. 4,750,000"
Toyota,COROLLA AE110,1997,Automatic,Petrol,1500,170043,"Rs. 4,825,000"
Hyundai,Santro,2002,Manual,Petrol,1100,170406,"Rs. 2,390,000"
Toyota,Yaris,2007,Automatic,Petrol,1300,171000,"Rs. 6,200,000"
Toyota,Axio X,2007,Automatic,Petrol,1500,171000,"Rs. 7,090,000"
Toyota,Allion 260,2007,Automatic,Petrol,1500,171000,"Rs. 8,550,000"
Toyota,Prius W,2011,Automatic,Hybrid,1800,171000,"Rs. 8,975,000"
Toyota,Allion 260,2007,Automatic,Petrol,1500,171230,"Rs. 8,000,000"
Honda,Fit Gp1,2012,Automatic,Petrol,1300,171400,"Rs. 6,275,000"
Mazda,AXELA,2013,Automatic,Petrol,1990,171900,"Rs. 9,875,000"
Tata,Nano Lx,2011,Manual,Petrol,624,172000,"Rs. 1,360,000(Ongoing Lease)"
Suzuki,Swift,2004,Automatic,Petrol,1300,172000,"Rs. 4,085,000"
Honda,Grace EX,2017,Automatic,Petrol,1500,172000,"Rs. 10,250,000"
Nissan,Super Saloon,2000,Automatic,Petrol,1500,172000,"Rs. 4,250,000"
Nissan,Tiida,2007,Automatic,Petrol,1500,172000,"Rs. 4,750,000"
Toyota,Aqua,2016,Automatic,Hybrid,1500,172000,"Rs. 8,200,000"
Toyota,Prius 3,2011,Automatic,Hybrid,1800,172000,"Rs. 9,190,000"
Toyota,Prius 3,2011,Automatic,Hybrid,1800,172000,"Rs. 9,190,000"
Toyota,Axio,2014,Automatic,Diesel,1500,172125,"Rs. 8,750,000"
Toyota,Axio,2014,Automatic,Hybrid,1500,172300,"Rs. 8,750,000"
Mazda,Carol,2003,Automatic,Petrol,650,173000,"Rs. 3,590,000"
Nissan,WINGROAD,2008,Automatic,Petrol,1300,173000,"Rs. 5,400,000"
Mercedes-Benz,W124,1998,Manual,Petrol,1440,173000,"Rs. 3,850,000"
Nissan,Sunny FB14 Super Saloon,1995,Manual,Petrol,1600,173000,"Rs. 2,600,000"
Honda,Grace,2014,Automatic,Hybrid,1500,174000,"Rs. 9,100,000"
Nissan,Sunny FB15,2003,Automatic,Petrol,1500,174000,"Rs. 4,575,000"
Toyota,PREMIO G SUPERIOR,2015,Automatic,Petrol,1500,174000,"Rs. 12,290,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,174000,"Rs. 6,880,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,174000,"Rs. 6,880,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,174000,"Rs. 6,880,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,174000,"Rs. 6,880,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,174000,"Rs. 6,880,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,174000,"Rs. 6,880,000"
Toyota,Ist,2007,Automatic,Petrol,1500,174000,"Rs. 7,300,000"
Honda,Fit GP5 L Grade,2013,Automatic,Hybrid,15000,174000,"Rs. 7,325,000"
Nissan,March AK12,2002,Automatic,Petrol,1300,174525,"Rs. 3,850,000"
Nissan,March,2003,Automatic,Petrol,1000,175000,"Rs. 3,275,000"
Suzuki,Swift,2007,Automatic,Petrol,1200,175000,"Rs. 5,075,000"
Suzuki,Swift ZC 715 CVT,2007,Automatic,Petrol,1240,175000,"Rs. 5,390,000"
Toyota,Starlet,1998,Automatic,Petrol,1300,175000,"Rs. 3,870,000"
Chevrolet,Cruze Japan,2004,Automatic,Petrol,1330,175000,"Rs. 3,750,000"
Honda,FIT GP1,2013,Automatic,Petrol,1330,175000,"Rs. 7,150,000"
Toyota,VIOS,2004,Automatic,Petrol,1490,175000,"Rs. 5,175,000"
Toyota,Aqua S Grade,2013,Automatic,Petrol,1490,175000,"Rs. 7,580,000"
Mitsubishi,Mirage,1984,Manual,Petrol,1500,175000,"Rs. 1,750,000"
Nissan,N16 Ex Saloon,2000,Automatic,Petrol,1500,175000,"Rs. 4,025,000"
Nissan,Tiida,2007,Automatic,Petrol,1500,175000,"Rs. 4,990,000"
Toyota,Corolla 121 X,2003,Automatic,Petrol,1500,175000,"Rs. 5,875,000"
Toyota,Allion 240 Anniversary,2005,Automatic,Petrol,1500,175000,"Rs. 7,850,000"
Mazda,3 Axela,2010,Automatic,Petrol,1600,175000,"Rs. 6,750,000"
Suzuki,Swift Sports ZC31S,2007,Automatic,Petrol,1600,175000,"Rs. 5,750,000"
Nissan,SB14,1996,Manual,Diesel,2000,175000,"Rs. 2,550,000"
Toyota,Carina,1998,Automatic,Diesel,2000,175000,"Rs. 4,000,000(Ongoing Lease)"
Toyota,Aqua,2013,Automatic,Hybrid,1500,175001,"Rs. 7,500,000"
Mitsubishi,LANCER CS1,2006,Manual,Petrol,1300,175027,"Rs. 6,650,000"
Toyota,Vios,2004,Automatic,Petrol,1500,175100,"Rs. 5,375,000"
Suzuki,ALTO LXI,2005,Manual,Petrol,800,175235,"Rs. 2,400,000"
Toyota,Axio X Limited,2008,Automatic,Petrol,1500,175600,"Rs. 6,900,000"
Toyota,Carina Ti My Road,2001,Automatic,Petrol,1500,175643,"Rs. 5,300,000"
Toyota,BELTA,2009,Automatic,Petrol,990,176000,"Rs. 6,895,000"
Toyota,Vitz SCP10,2002,Automatic,Petrol,1000,176000,"Rs. 4,250,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,176000,"Rs. 5,050,000"
Chevrolet,Curz,2002,Automatic,Petrol,1300,176000,"Rs. 3,750,000"
Toyota,Tercel,1997,Manual,Petrol,1300,176000,"Rs. 2,450,000"
Suzuki,Swift,2002,Automatic,Petrol,1320,176000,"Rs. 4,175,000"
Honda,FIT GP5 S GRADE,2014,Automatic,Hybrid,1490,176000,"Rs. 8,550,000"
Nissan,FB15,2000,Automatic,Petrol,1490,176000,"Rs. 4,685,000"
Honda,Fit GP5,2018,Automatic,Hybrid,1500,176000,"Rs. 7,850,000"
Honda,Fit GP5,2018,Automatic,Hybrid,1500,176000,"Rs. 7,850,000"
Honda,Fit GP5,2018,Automatic,Hybrid,1500,176000,"Rs. 7,850,000"
Honda,Fit GP5,2018,Automatic,Hybrid,1500,176000,"Rs. 7,850,000"
Honda,Fit GP5,2018,Automatic,Hybrid,1500,176000,"Rs. 7,850,000"
Nissan,FB13,1993,Manual,Petrol,1500,176000,"Rs. 2,350,000"
Toyota,Carina My Road,1997,Automatic,Petrol,1500,176000,"Rs. 4,600,000"
Toyota,Axio,2007,Automatic,Petrol,1500,176000,"Rs. 7,450,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,176000,"Rs. 7,490,000"
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,176328,"Rs. 7,450,000"
Daihatsu,Cast Activa,2016,Automatic,Petrol,660,177000,"Rs. 5,500,000"
Suzuki,Alto Lxi,2012,Manual,Petrol,800,177000,"Rs. 3,100,000"
Suzuki,Alto Lxi,2015,Manual,Petrol,800,177000,"Rs. 3,715,000"
Honda,FIT GP1,2012,Automatic,Hybrid,1330,177000,"Rs. 6,550,000"
Nissan,Fb12,1992,Manual,Petrol,1500,177000,"Rs. 2,400,000"
Toyota,Aqua G Grade,2013,Automatic,Petrol,1500,177000,"Rs. 7,500,000"
Toyota,Allion 260 G,2012,Automatic,Petrol,1500,177000,"Rs. 9,200,000"
Honda,Fit Gp1 Highest Grade,2012,Automatic,Hybrid,1300,177500,"Rs. 6,400,000"
Mazda,Familia Butterfly,1999,Automatic,Petrol,1500,178000,"Rs. 2,850,000"
Nissan,FB14 Super Saloon,1998,Automatic,Petrol,1500,178000,"Rs. 2,850,000"
Nissan,FB15,2001,Automatic,Petrol,1500,178000,"Rs. 4,250,000"
Toyota,Axio X Grade,2008,Automatic,Petrol,1500,178000,"Rs. 6,475,000"
Toyota,AQUA S LIMITED,2012,Automatic,Hybrid,1500,178000,"Rs. 6,790,000"
Toyota,Corolla CE110,1997,Manual,Diesel,1970,178000,"Rs. 3,150,000"
Nissan,Sunny SB14,1999,Manual,Diesel,2000,178000,"Rs. 2,675,000"
Jaguar,X Type,2003,Automatic,Petrol,2500,178000,"Rs. 6,500,000"
Mazda,BJ5,2000,Automatic,Petrol,1500,178295,"Rs. 3,550,000"
Nissan,N16,2001,Manual,Petrol,1500,178540,"Rs. 3,550,000(Ongoing Lease)"
Toyota,Axio,2008,Automatic,Petrol,1500,178678,"Rs. 6,875,000"
Honda,Civic,2009,Automatic,Petrol,1300,179000,"Rs. 6,750,000"
Toyota,Starlet,1995,Manual,Petrol,1330,179000,"Rs. 3,460,000"
Honda,Civic ES5 EXI,2005,Automatic,Petrol,1500,179000,"Rs. 5,590,000"
Toyota,VIOS,2004,Automatic,Petrol,1500,179000,"Rs. 5,390,000(Ongoing Lease)"
Toyota,Belta,2007,Automatic,Petrol,1300,179564,"Rs. 6,375,000"
Nissan,HB12,1988,Manual,Petrol,1500,179588,"Rs. 1,790,000"
Toyota,Premio G Superior,2010,Automatic,Petrol,1500,179800,"Rs. 9,300,000"
Suzuki,Wagon R,2017,Automatic,Hybrid,650,180000,"Rs. 6,000,000"
Nissan,March K11,1997,Automatic,Petrol,1000,180000,"Rs. 3,200,000"
Nissan,March K11,2000,Automatic,Petrol,1000,180000,"Rs. 3,490,000"
Perodua,Kelisa,2004,Manual,Petrol,1000,180000,"Rs. 2,900,000"
Perodua,Kelisa,2005,Automatic,Petrol,1000,180000,"Rs. 3,490,000"
Perodua,Kelisa,2005,Automatic,Petrol,1000,180000,"Rs. 3,600,000"
Suzuki,Liana,2004,Manual,Petrol,1300,180000,"Rs. 4,050,000"
Toyota,Corolla elephant back,1999,Manual,Petrol,1350,180000,"Rs. 2,850,000"
Honda,Civic Ek3,1998,Automatic,Petrol,1500,180000,"Rs. 4,690,000"
Honda,Civic Es 1 V,2004,Automatic,Petrol,1500,180000,"Rs. 5,375,000"
Mazda,Familia,2000,Automatic,Petrol,1500,180000,"Rs. 3,250,000"
Mitsubishi,Lancer CK2A,1996,Manual,Petrol,1500,180000,"Rs. 4,975,000"
Nissan,FB13 Anniversary,1990,Manual,Petrol,1500,180000,"Rs. 2,425,000"
Nissan,FB14,1997,Manual,Petrol,1500,180000,"Rs. 2,750,000"
Nissan,FB13,1994,Manual,Petrol,1500,180000,"Rs. 2,800,000"
Nissan,Pulsar,1997,Automatic,Petrol,1500,180000,"Rs. 2,850,000"
Nissan,FB15,2000,Automatic,Petrol,1500,180000,"Rs. 3,675,000"
Nissan,FB15,1999,Automatic,Petrol,1500,180000,"Rs. 3,700,000"
Toyota,110,1997,Automatic,Petrol,1500,180000,"Rs. 1,000,000"
Toyota,Allion 260,2015,Automatic,Petrol,1500,180000,"Rs. 10,950,000"
Toyota,Carina 192,1994,Manual,Petrol,1500,180000,"Rs. 3,150,000"
Toyota,Corolla 110,1997,Automatic,Petrol,1500,180000,"Rs. 4,275,000"
Toyota,Vios,2004,Manual,Petrol,1500,180000,"Rs. 4,575,000"
Toyota,Vios,2004,Manual,Petrol,1500,180000,"Rs. 4,575,000"
Toyota,Prius 2 ND Generation,2008,Automatic,Hybrid,1500,180000,"Rs. 6,550,000"
Toyota,ALLION G,2008,Automatic,Petrol,1500,180000,"Rs. 8,450,000"
Hyundai,Accent,2011,Automatic,Diesel,1600,180000,"Rs. 5,800,000"
Toyota,Coreolla 141,2008,Automatic,Petrol,1600,180000,"Rs. 6,500,000"
Toyota,Corona CT170,1991,Manual,Diesel,1970,180000,"Rs. 1,850,000"
BMW,520d M Sport,2012,Automatic,Diesel,2000,180000,"Rs. 19,250,000(Ongoing Lease)"
Honda,CRV RD5,2001,Automatic,Petrol,2000,180000,"Rs. 5,680,000"
Nissan,N16 Super Saloon,2006,Automatic,Petrol,15000,180000,"Rs. 4,850,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,660,180700,"Rs. 6,950,000"
Toyota,Allion 240 S Grade,2003,Automatic,Petrol,1796,180718,"Rs. 6,650,000"
Toyota,Prius,2008,Automatic,Hybrid,1500,180750,"Rs. 6,575,000"
Nissan,March K11,2001,Automatic,Petrol,1000,181000,"Rs. 3,275,000"
Suzuki,Zen,2006,Manual,Petrol,1000,181000,"Rs. 2,390,000"
Toyota,Vitz,2000,Automatic,Petrol,1000,181000,"Rs. 3,900,000"
Toyota,Belta,2007,Automatic,Petrol,1300,181000,"Rs. 6,350,000"
Toyota,Aqua,2012,Automatic,Hybrid,1500,181000,"Rs. 6,675,000"
Toyota,Axio 141 G Grade,2007,Automatic,Petrol,1500,181000,"Rs. 7,500,000"
Nissan,FB15 Ex Saloon,2001,Automatic,Diesel,2200,181000,"Rs. 4,290,000"
Toyota,Belta,2007,Automatic,Petrol,1300,181232,"Rs. 6,350,000"
Nissan,FB15,1999,Automatic,Petrol,1490,181523,"Rs. 3,850,000"
Mazda,FLAIR,2016,Automatic,Petrol,660,182000,"Rs. 5,700,000"
Toyota,Duet,2002,Automatic,Petrol,1000,182000,"Rs. 2,950,000"
Honda,FIT GP5 S GRADE,2013,Automatic,Hybrid,1500,182000,"Rs. 7,650,000"
Nissan,FB14,1997,Automatic,Petrol,1500,182000,"Rs. 3,300,000"
Toyota,Allion G Plus,2016,Automatic,Petrol,1500,182000,"Rs. 14,000,000"
Toyota,Prius S Grade,2013,Automatic,Petrol,1790,182000,"Rs. 9,950,000"
Honda,Civic FD1 Type S,2011,Automatic,Petrol,1800,182000,"Rs. 8,950,000"
Toyota,Toyota,2012,Automatic,Hybrid,1800,182000,"Rs. 9,200,000"
BMW,520d,2015,Automatic,Diesel,1995,182000,"Rs. 24,450,000"
Toyota,DUET,1999,Automatic,Petrol,1000,182406,"Rs. 2,975,000"
Honda,FIT GP1,2013,Automatic,Petrol,1300,182500,"Rs. 7,150,000"
Suzuki,CELERIO,2014,Automatic,Petrol,996,182647,"Rs. 4,895,000"
Nissan,AD Wagon Y11,2002,Manual,Petrol,1300,183000,"Rs. 3,380,000"
Toyota,Allion 240,2003,Automatic,Petrol,1490,183000,"Rs. 7,600,000"
Toyota,Prius,2015,Automatic,Petrol,1800,183000,"Rs. 11,175,000"
Nissan,Sunny HB11,1983,Manual,Petrol,1300,183655,"Rs. 910,000"
Suzuki,Alto,2011,Manual,Petrol,800,184000,"Rs. 2,950,000"
Toyota,IST,2002,Automatic,Petrol,1300,184000,"Rs. 4,975,000"
Toyota,Belta G Grade,2007,Automatic,Petrol,1300,184000,"Rs. 6,350,000"
Toyota,Belta,2009,Automatic,Petrol,1300,184000,"Rs. 6,590,000"
Toyota,Corolla 121,2004,Automatic,Petrol,1500,184000,"Rs. 5,750,000"
Toyota,Corolla 121,2004,Automatic,Petrol,1500,184000,"Rs. 5,950,000"
Toyota,Axio,2007,Automatic,Petrol,1490,184206,"Rs. 6,875,000"
Toyota,Aqua,2014,Automatic,Hybrid,1500,184600,"Rs. 7,350,000"
Toyota,Vitz,2009,Automatic,Petrol,1000,185000,"Rs. 5,950,000"
Nissan,N16 SUPER SALOON,2004,Automatic,Petrol,1490,185000,"Rs. 4,450,000"
Nissan,HB12,1987,Manual,Petrol,1500,185000,"Rs. 1,650,000"
Nissan,FB15,2002,Automatic,Petrol,1500,185000,"Rs. 3,800,000"
Nissan,FB15,2003,Automatic,Petrol,1500,185000,"Rs. 4,650,000"
Proton,Wira,2001,Automatic,Petrol,1500,185000,"Rs. 2,200,000"
Toyota,Prius,2008,Automatic,Hybrid,1500,185000,"Rs. 6,490,000"
Toyota,Axio X Limited,2008,Automatic,Petrol,1500,185000,"Rs. 7,050,000"
Toyota,Vista,1999,Automatic,Petrol,1790,185000,"Rs. 3,500,000"
Toyota,Prius 3rd Generation,2011,Automatic,Hybrid,1800,185000,"Rs. 8,800,000"
Toyota,Allion 260 A18,2008,Automatic,Petrol,1800,185000,"Rs. 9,300,000"
Toyota,COROLLA 110 CRYSTAL LIGHT,2000,Automatic,Diesel,1870,185000,"Rs. 3,150,000"
Peugeot,406,2002,Manual,Petrol,2000,185000,"Rs. 3,400,000"
Toyota,Mark 2,2003,Automatic,Diesel,2000,185000,"Rs. 4,200,000"
Toyota,Camry G Limited Edition,2007,Automatic,Petrol,2400,185000,"Rs. 8,465,000"
Nissan,March K11,1993,Manual,Petrol,1000,185245,"Rs. 2,500,000"
Toyota,Corolla 121,2004,Automatic,Petrol,1500,185423,"Rs. 5,525,000"
Toyota,Aqua,2012,Automatic,Hybrid,1500,186000,"Rs. 7,390,000"
Honda,Civic FD4,2008,Automatic,Petrol,1600,186000,"Rs. 6,975,000"
BMW,320d,2011,Automatic,Diesel,2000,186496,"Rs. 11,475,000"
Toyota,KE20,1978,Manual,Petrol,1200,186500,"Rs. 800,000"
Toyota,Allion 260,2007,Automatic,Petrol,1500,186500,"Rs. 8,225,000"
Toyota,Axio,2016,Automatic,Petrol,1500,187000,"Rs. 11,000,000"
Honda,CIVIC,2010,Automatic,Petrol,1595,187000,"Rs. 7,475,000"
Nissan,March K11,2000,Manual,Petrol,1000,187312,"Rs. 2,990,000"
Toyota,Corolla 121 LX,2003,Automatic,Petrol,1500,187450,"Rs. 6,050,000"
Toyota,Mark 2,2001,Automatic,Petrol,1980,187500,"Rs. 6,000,000"
Suzuki,Alto Japan,2003,Automatic,Petrol,660,188000,"Rs. 3,490,000"
Perodua,VIVA Elite,2011,Manual,Petrol,1000,188000,"Rs. 3,850,000"
Daihatsu,Mira,1985,Automatic,Petrol,1400,188000,"Rs. 2,100,000"
Nissan,FB15 Super Saloon,2000,Automatic,Petrol,1500,188000,"Rs. 4,290,000"
Nissan,FB14,1997,Manual,Diesel,2000,188000,"Rs. 2,850,000"
Honda,Fit Aria GD8,2004,Automatic,Petrol,1490,188280,"Rs. 5,350,000"
Toyota,CARINA,1999,Automatic,Petrol,1490,189000,"Rs. 5,575,000"
Kia,RIO,2005,Automatic,Petrol,1500,189000,"Rs. 2,885,000"
Nissan,FB14 EX SALOON,1996,Automatic,Petrol,1500,189000,"Rs. 2,850,000"
Nissan,N17 SUPER SALOON,2003,Automatic,Petrol,1500,189000,"Rs. 4,175,000"
Toyota,Axio,2015,Automatic,Hybrid,1500,189000,"Rs. 10,500,000"
Toyota,Premio 240,2005,Automatic,Petrol,1500,189000,"Rs. 7,200,000"
Honda,Civic FD1 Type S,2007,Automatic,Petrol,1799,189000,"Rs. 7,975,000"
Mazda,Axila,2015,Automatic,Petrol,2000,189000,"Rs. 12,450,000"
Mitsubishi,Lancer Glx,1985,Manual,Petrol,1500,189567,"Rs. 790,000"
Toyota,Corolla KE72,1986,Manual,Petrol,1300,190000,"Rs. 1,585,000"
Toyota,Avanza G Grade,2008,Manual,Petrol,1300,190000,"Rs. 6,050,000"
Honda,FIT GP5,2013,Automatic,Hybrid,1500,190000,"Rs. 6,990,000"
Nissan,FB14,1998,Automatic,Petrol,1500,190000,"Rs. 3,275,000(Ongoing Lease)"
Nissan,FB15,2003,Automatic,Petrol,1500,190000,"Rs. 3,850,000(Ongoing Lease)"
Nissan,FB15,1999,Automatic,Petrol,1500,190000,"Rs. 4,100,000"
Nissan,FB15 Ex Saloon,2001,Automatic,Petrol,1500,190000,"Rs. 4,390,000"
Toyota,Ae 96,1988,Manual,Petrol,1500,190000,"Rs. 1,590,000"
Toyota,Prius 4th Generation,2016,Automatic,Hybrid,1500,190000,"Rs. 12,250,000"
Toyota,Axio,2007,Automatic,Petrol,1500,190000,"Rs. 6,865,000"
Toyota,Aqua,2014,Automatic,Petrol,1500,190000,"Rs. 7,750,000"
Toyota,Aqua,2016,Automatic,Petrol,1500,190000,"Rs. 7,950,000"
Toyota,Premio,2009,Automatic,Petrol,1500,190000,"Rs. 9,100,000"
Toyota,Corolla,2008,Automatic,Petrol,1600,190000,"Rs. 6,850,000"
Mercedes-Benz,S320L W220,2004,Automatic,Petrol,3200,190000,"Rs. 11,200,000"
Toyota,Axio G,2007,Automatic,Petrol,1490,191000,"Rs. 7,500,000"
Toyota,Premio,2017,Automatic,Petrol,1500,191000,"Rs. 13,650,000"
Toyota,Allion,2006,Automatic,Petrol,1500,191000,"Rs. 7,850,000"
Nissan,Sunny FB15 EX Saloon,2000,Automatic,Petrol,1509,191000,"Rs. 4,090,000"
Suzuki,Wagon R,2013,Manual,Petrol,1000,192000,"Rs. 4,275,000"
Toyota,Vitz KSP90,2007,Automatic,Petrol,1000,192000,"Rs. 5,200,000"
