Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price (Rs.)
Toyota,Yaris,2025,Automatic,Petrol,1000,7700,"Rs. 10,975,000"
Suzuki,SPACIA CUSTOM XZ HYBRID,2024,Automatic,Hybrid,660,7800,"Rs. 8,400,000"
Toyota,Yaris X,2024,Automatic,Petrol,1000,7800,"Rs. 8,400,000"
Mitsubishi,Lancer Sport,1980,Manual,Petrol,1400,7854,"Rs. 750,000"
Suzuki,Wagon R,2023,Automatic,Petrol,650,8000,"Rs. 7,175,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,650,8000,"Rs. 8,550,000"
Nissan,Roox Highway Star Pro Pilot,2023,Automatic,Hybrid,660,8150,"Rs. 8,280,000"
Suzuki,Wagon R Fx Safety,2024,Automatic,Petrol,660,8600,"Rs. 7,050,000"
Toyota,RAIZE,2024,Automatic,Petrol,1200,8700,"Rs. 12,750,000"
Toyota,Roomy Custom GT,2023,Automatic,Petrol,1000,8900,"Rs. 10,200,000"
Suzuki,Wagon R Fx Safety,2023,Automatic,Petrol,650,9000,"Rs. 7,050,000"
Toyota,Yaris,2024,Automatic,Petrol,990,9000,"Rs. 9,350,000"
Suzuki,Swift,2024,Automatic,Hybrid,1200,9000,"Rs. 12,800,000"
Suzuki,Wagon R FX,2024,Automatic,Petrol,660,9500,"Rs. 7,230,000"
Toyota,Roomy Custom G T Turbo,2023,Automatic,Petrol,1000,9500,"Rs. 9,950,000"
Daihatsu,EK Wagon Japan,2023,Automatic,Petrol,660,10000,"Rs. 2,950,000"
Daihatsu,Mira X Grade,2025,Automatic,Petrol,660,10000,"Rs. 6,750,000"
Nissan,Dayz,2025,Automatic,Petrol,660,10000,"Rs. 710,000"
Toyota,Yaris X Grade Safety,2025,Automatic,Petrol,996,10000,"Rs. 9,925,000"
Toyota,Yaris,2024,Automatic,Petrol,1000,10000,"Rs. 9,100,000"
Suzuki,Baleno,1999,Manual,Petrol,1400,10000,"Rs. 2,750,000"
Toyota,Corona 170,1990,Manual,Diesel,1900,10000,"Rs. 1,700,000"
Daihatsu,Mira L Safety,2023,Automatic,Petrol,660,10600,"Rs. 5,950,000"
Daihatsu,Mira L Safety,2023,Automatic,Petrol,660,10600,"Rs. 5,975,000"
Daihatsu,Mira,2024,Automatic,Petrol,650,10700,"Rs. 6,090,000"
Daihatsu,Mira,2024,Automatic,Petrol,650,10700,"Rs. 6,090,000"
Suzuki,Wagon R Custom ZT Turbo,2023,Automatic,Hybrid,650,10700,"Rs. 7,975,000"
Mitsubishi,EK Wagon G,2023,Automatic,Petrol,660,10830,"Rs. 7,080,000"
Daihatsu,Taft G Chrome Venture,2025,Automatic,Petrol,660,11000,"Rs. 8,395,000"
Nissan,ROOX HIGHWAY STAR G TURBO PROPILOT,2023,Automatic,Hybrid,660,11000,"Rs. 8,275,000"
Suzuki,Maruti,2005,Manual,Petrol,800,11000,"Rs. 1,935,000"
Volkswagen,T CROSS,2022,Automatic,Petrol,1000,11000,"Rs. 12,750,000"
Mazda,Mazda,1992,Manual,Petrol,1500,11111,"Rs. 875,000"
Mitsubishi,LANCER C12,1986,Manual,Petrol,1500,11111,"Rs. 565,000"
Toyota,Corolla EE103,2001,Automatic,Petrol,1500,11111,"Rs. 3,865,000"
Suzuki,Alto L Grade Japan,2024,Automatic,Petrol,650,11500,"Rs. 6,450,000"
Suzuki,Maruti,2012,Manual,Petrol,800,11500,"Rs. 2,390,000"
Toyota,YARIS X GRADE BLACK,2024,Automatic,Petrol,990,11500,"Rs. 9,450,000"
Suzuki,Wagon R FX,2023,Manual,Petrol,650,11895,"Rs. 7,250,000"
Daihatsu,Mira X Grade,2024,Automatic,Petrol,660,12000,"Rs. 6,800,000"
Daihatsu,Thor GT Custom Turbo,2023,Automatic,Petrol,1000,12000,"Rs. 9,650,000"
Toyota,Roomy GT,2023,Automatic,Petrol,1000,12000,"Rs. 10,650,000"
Mitsubishi,Lancer Box,1980,Manual,Petrol,1400,12000,"Rs. 1,325,000"
Suzuki,Maruti,2006,Manual,Petrol,800,12345,"Rs. 1,995,000"
Subaru,Justy J10,1993,Manual,Petrol,1000,12345,"Rs. 1,075,000"
Suzuki,Wagon R,2004,Manual,Petrol,1000,12345,"Rs. 1,075,000(Ongoing Lease)"
Mitsubishi,Lancer Box,1983,Manual,Petrol,1200,12345,"Rs. 1,475,000"
Mitsubishi,Lancer,1995,Manual,Petrol,1300,12345,"Rs. 1,175,000(Ongoing Lease)"
Mitsubishi,Colt,1985,Manual,Petrol,1300,12345,"Rs. 645,000"
Mitsubishi,Lancer Box,1982,Manual,Petrol,1400,12345,"Rs. 1,260,000"
Toyota,Corsa,1997,Automatic,Diesel,1450,12345,"Rs. 3,150,000"
Ford,Laser Bg5p,1991,Manual,Petrol,1500,12345,"Rs. 1,575,000"
Toyota,Corolla 121,2001,Automatic,Petrol,1500,12345,"Rs. 5,600,000"
Mitsubishi,Lancer CS3,2008,Manual,Petrol,1584,12345,"Rs. 6,750,000"
Toyota,Corolla 110,1997,Automatic,Diesel,1970,12345,"Rs. 3,450,000"
Mitsubishi,Galant,1984,Manual,Petrol,2000,12345,"Rs. 990,000"
Toyota,Corona,1986,Manual,Diesel,2000,12345,"Rs. 1,075,000"
JCB,Yakada Madgat,1986,Automatic,Diesel,3500,12345,"Rs. 1,850,000"
Nissan,Rooxs PRO G TURBO,2023,Automatic,Petrol,650,12500,"Rs. 8,950,000"
Toyota,YARIS X BRONZ,2023,Automatic,Petrol,990,12500,"Rs. 9,750,000"
Suzuki,Estilo,2010,Manual,Petrol,1000,12600,"Rs. 3,700,000"
Suzuki,MARUTI,2009,Manual,Petrol,800,12658,"Rs. 2,300,000"
Audi,A3 S Line,2023,Automatic,Petrol,1000,13000,"Rs. 18,500,000"
Toyota,Vitz Ene Premium,2018,Automatic,Hybrid,1500,13000,"Rs. 8,550,000"
Toyota,Roomy,2024,Automatic,Petrol,1000,13300,"Rs. 10,750,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,13500,"Rs. 8,875,000"
Suzuki,Hustler X,2023,Automatic,Hybrid,650,14000,"Rs. 7,850,000"
Daihatsu,Mira Safety SA 3 L,2023,Automatic,Petrol,660,14000,"Rs. 6,275,000"
Toyota,Vitz Scp 10,2005,Automatic,Petrol,1000,14000,"Rs. 4,600,000"
Suzuki,Wagon R Fx Safety,2024,Automatic,Petrol,650,14500,"Rs. 7,100,000"
Suzuki,Wagon R Fx Safety,2024,Automatic,Petrol,650,14500,"Rs. 7,100,000"
Suzuki,Wagon R Fx Safety,2024,Automatic,Petrol,650,14500,"Rs. 7,100,000"
Suzuki,Wagon R Fx Safety,2024,Automatic,Petrol,650,14500,"Rs. 7,100,000"
Suzuki,Wagon R Fx Safety,2024,Automatic,Petrol,650,14500,"Rs. 7,100,000"
Suzuki,Maruti,2010,Manual,Petrol,800,14900,"Rs. 2,495,000"
Honda,N Wgn,2023,Automatic,Petrol,650,15000,"Rs. 7,650,000"
Mitsubishi,EK Wagon G PILOT,2023,Automatic,Petrol,660,15000,"Rs. 7,390,000"
Nissan,Dayz X Grade Safety,2024,Automatic,Petrol,660,15000,"Rs. 7,900,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,400,000"
Toyota,Roomy Custom G,2023,Automatic,Petrol,1000,15000,"Rs. 9,675,000"
Suzuki,Maruti,2004,Manual,Petrol,800,15675,"Rs. 1,750,000"
Suzuki,Spacia Custom XS Turbo,2024,Automatic,Petrol,650,16000,"Rs. 9,675,000"
Suzuki,WAGON R SMILE,2024,Automatic,Hybrid,660,16000,"Rs. 7,350,000"
Audi,A3 Advanced,2023,Automatic,Petrol,1000,16000,"Rs. 16,500,000"
Audi,A3 Advanced,2023,Automatic,Petrol,1000,16000,"Rs. 16,500,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,16500,"Rs. 9,275,000"
Toyota,Passo Moda,2023,Automatic,Petrol,1000,16800,"Rs. 9,190,000"
Toyota,Yaris G LED,2023,Automatic,Petrol,1000,17000,"Rs. 10,300,000"
Toyota,Yaris G,2023,Automatic,Petrol,1000,17000,"Rs. 8,985,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,17500,"Rs. 7,350,000"
Suzuki,WAGON R FZ PREMIUM,2018,Automatic,Hybrid,650,18000,"Rs. 6,825,000"
Suzuki,Wagon R Custom Z,2023,Automatic,Hybrid,650,18000,"Rs. 7,850,000"
Suzuki,WAGON R FZ PREMIUM,2018,Automatic,Petrol,660,18000,"Rs. 6,825,000"
Suzuki,Swift RS,2017,Automatic,Petrol,1000,18000,"Rs. 8,300,000"
Jaguar,F-type P300 SV,2019,Automatic,Petrol,2000,18000,"Rs. 41,500,000"
Mitsubishi,Lancer Flat Light,1985,Manual,Petrol,1400,18074,"Rs. 650,000"
Suzuki,Wagon R Custom ZX,2025,Automatic,Hybrid,650,18500,"Rs. 8,350,000"
Toyota,Yaris,2022,Automatic,Petrol,1000,18950,"Rs. 8,850,000"
Toyota,Yaris,2023,Automatic,Petrol,990,19000,"Rs. 8,900,000"
Audi,A3 Sedan TFSI,2023,Automatic,Petrol,1000,19000,"Rs. 17,400,000"
Toyota,Premio,2012,Automatic,Petrol,1500,19000,"Rs. 9,775,000"
Mitsubishi,Colt GLX,1980,Manual,Petrol,1400,20000,"Rs. 790,000"
Mercedes-Benz,C180,2018,Automatic,Petrol,1500,20000,"Rs. 18,000,000"
Nissan,Trad Sunny HB12,1987,Manual,Petrol,1500,20000,"Rs. 1,325,000"
Mercedes-Benz,E350,2017,Automatic,Hybrid,2000,20000,"Rs. 28,500,000"
Toyota,Corona 150,1990,Manual,Diesel,2000,20000,"Rs. 1,325,000"
Toyota,Yaris Safety Edition,2024,Automatic,Petrol,990,21000,"Rs. 9,095,000"
Micro,Panda,2017,Automatic,Petrol,1000,21000,"Rs. 3,995,000"
Micro,Panda,2017,Automatic,Petrol,1000,21600,"Rs. 3,995,000"
Suzuki,SPACIA XS CUSTOM,2023,Automatic,Hybrid,650,22000,"Rs. 8,250,000"
Nissan,ROOX Highway Star Pro Pilot,2023,Automatic,Petrol,659,22000,"Rs. 8,700,000"
Honda,N Box Wagon,2023,Automatic,Petrol,660,22000,"Rs. 7,550,000"
Honda,N Box Wagon,2023,Automatic,Petrol,660,22000,"Rs. 7,550,000"
Suzuki,Maruti,2004,Manual,Petrol,800,22000,"Rs. 1,875,000"
Daihatsu,Copen,2017,Automatic,Petrol,660,22120,"Rs. 6,450,000"
Toyota,Yaris,2022,Automatic,Petrol,1000,23000,"Rs. 8,550,000(Ongoing Lease)"
Zotye,Z100,2020,Manual,Petrol,1000,23053,"Rs. 3,560,000"
Toyota,ROOMY CUSTOM G,2024,Automatic,Petrol,1000,23500,"Rs. 9,900,000"
Honda,S660,2016,Automatic,Petrol,660,24000,"Rs. 6,750,000"
Audi,A3 Sedan TFSI,2023,Automatic,Petrol,1000,24000,"Rs. 17,400,000"
Toyota,Yaris,2024,Automatic,Petrol,1000,24000,"Rs. 8,850,000"
Toyota,YARIS X GRADE,2023,Automatic,Petrol,1000,24000,"Rs. 9,050,000"
Nissan,Wingroad Y12,2008,Automatic,Petrol,1300,24000,"Rs. 5,600,000"
BMW,218-i Convertible,2018,Automatic,Petrol,1499,24000,"Rs. 22,500,000"
Toyota,KE72 Dx Wagon Corolla,1987,Manual,Petrol,1300,24463,"Rs. 1,450,000"
Micro,Panda LC 1.0,2018,Automatic,Petrol,1000,24500,"Rs. 3,850,000"
Nissan,March K11,1996,Automatic,Petrol,1000,24773,"Rs. 2,275,000"
Nissan,March K10 Sport,1990,Manual,Petrol,980,25000,"Rs. 1,375,000"
Toyota,Yaris X,2023,Automatic,Petrol,1000,25000,"Rs. 8,500,000"
Toyota,Yaris X,2023,Automatic,Petrol,1000,25000,"Rs. 8,500,000"
Toyota,Yaris X,2023,Automatic,Petrol,1000,25000,"Rs. 8,500,000"
Toyota,Yaris X,2023,Automatic,Petrol,1000,25000,"Rs. 8,500,000"
Toyota,Yaris X,2023,Automatic,Petrol,1000,25000,"Rs. 8,500,000"
Toyota,YARIS X LIMITED,2023,Automatic,Petrol,1000,25000,"Rs. 8,790,000"
Kia,Kia,1998,Manual,Petrol,1500,25000,"Rs. 1,375,000"
Micro,Emgrand 7,2016,Automatic,Petrol,1800,25254,"Rs. 7,900,000"
Toyota,Premio G Superior,2019,Automatic,Petrol,1500,25850,"Rs. 18,975,000"
Suzuki,Celerio X,2018,Automatic,Petrol,1000,26000,"Rs. 5,725,000"
Suzuki,Maruti EFI,2008,Manual,Petrol,800,27000,"Rs. 2,195,000"
Toyota,VITZ EDITION 3,2019,Automatic,Petrol,1000,27250,"Rs. 8,975,000"
Suzuki,Maruti,2008,Manual,Petrol,800,28000,"Rs. 2,250,000"
Suzuki,Maruti 800,2011,Manual,Petrol,800,28000,"Rs. 2,375,000"
Suzuki,Maruti,2011,Manual,Petrol,800,28000,"Rs. 2,495,000"
Toyota,Roomy Custom GT With,2022,Automatic,Petrol,1000,28000,"Rs. 10,000,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,28000,"Rs. 9,050,000"
Zotye,Z100,2020,Manual,Petrol,1000,28000,"Rs. 3,550,000"
Nissan,ROOX HIGHWAY STAR PROPILOT,2023,Automatic,Hybrid,660,29000,"Rs. 8,275,000"
Suzuki,Maruti 800,2012,Manual,Petrol,800,29100,"Rs. 2,450,000"
BMW,430i M Sport Convertible,2018,Automatic,Petrol,2000,29500,"Rs. 29,500,000"
Nissan,Roox Highway Star X,2023,Automatic,Petrol,650,30000,"Rs. 8,100,000"
Mini,Cooper 3,2014,Automatic,Petrol,1499,30250,"Rs. 12,750,000"
Mahindra,E20,2016,Automatic,Electric,30,32000,"Rs. 2,100,000"
Suzuki,Wagon R Smile,2023,Automatic,Petrol,660,32000,"Rs. 7,550,000"
Suzuki,Spacia,2024,Automatic,Hybrid,660,32000,"Rs. 7,600,000(Ongoing Lease)"
Mercedes-Benz,S 400,2014,Automatic,Petrol,3500,32000,"Rs. 42,500,000"
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,33000,"Rs. 6,950,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,33000,"Rs. 7,175,000"
Mercedes-Benz,CLA 180 AMG LINE,2019,Automatic,Petrol,1332,33600,"Rs. 22,450,000"
Toyota,AXIO G GRADE,2017,Manual,Petrol,1600,33979,"Rs. 11,300,000"
Suzuki,Celerio,2015,Automatic,Petrol,1000,34000,"Rs. 5,500,000"
Toyota,Wigo,2017,Automatic,Petrol,1000,34000,"Rs. 5,950,000"
Daewoo,Racer,1993,Manual,Petrol,1500,34858,"Rs. 435,000"
Suzuki,Maruti,2007,Manual,Petrol,800,35000,"Rs. 2,095,000"
Honda,Civic SR,2018,Automatic,Petrol,1000,35000,"Rs. 11,600,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,35000,"Rs. 8,500,000"
Mercedes-Benz,C200,2017,Automatic,Diesel,2400,35000,"Rs. 22,500,000"
Suzuki,Alto Lxi,2015,Manual,Petrol,800,35200,"Rs. 3,890,000"
Suzuki,Spacia,2023,Automatic,Petrol,658,35500,"Rs. 8,390,000"
Toyota,Yaris X Grade,2023,Automatic,Petrol,1000,37000,"Rs. 9,650,000"
BMW,Z4 SDrive35is,2012,Automatic,Petrol,3000,37000,"Rs. 34,500,000"
Nissan,Ad Wagon,1987,Manual,Petrol,14000,37000,"Rs. 920,000"
Suzuki,Wagon R,2018,Automatic,Petrol,600,37500,"Rs. 6,400,000"
Daihatsu,Mira ES,2024,Automatic,Petrol,660,38000,"Rs. 6,000,000"
Toyota,Yaris,2023,Automatic,Petrol,1000,38000,"Rs. 9,350,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,650,39000,"Rs. 6,825,000"
Suzuki,Alto,2015,Manual,Petrol,800,39000,"Rs. 3,795,000"
Honda,Civic SR,2018,Automatic,Petrol,1000,40000,"Rs. 11,490,000"
Toyota,Roomy G,2022,Automatic,Petrol,1000,40000,"Rs. 8,690,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,40700,"Rs. 8,250,000"
Toyota,Premio,2013,Automatic,Petrol,1500,41675,"Rs. 12,850,000"
Micro,Panda,2016,Automatic,Petrol,1000,42000,"Rs. 3,300,000"
Micro,Panda,2016,Manual,Petrol,1000,42000,"Rs. 3,325,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,42000,"Rs. 8,200,000"
Micro,Panda,2012,Manual,Petrol,1300,42000,"Rs. 2,490,000"
Toyota,Toyota,1989,Manual,Petrol,1500,43321,"Rs. 1,350,000"
Suzuki,Celerio Vxi,2014,Automatic,Petrol,1000,44000,"Rs. 4,800,000"
Micro,Panda Cross,2017,Manual,Petrol,1340,44000,"Rs. 3,860,000"
Toyota,Passo XL Safety,2016,Automatic,Petrol,990,44500,"Rs. 6,800,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,45000,"Rs. 7,700,000"
Suzuki,Alto,2015,Manual,Petrol,800,45000,"Rs. 3,850,000"
Micro,Panda,2018,Automatic,Petrol,1000,45000,"Rs. 3,850,000"
Toyota,Passo,2017,Automatic,Petrol,1000,45000,"Rs. 7,100,000"
Toyota,Vitz,2015,Automatic,Petrol,1000,45000,"Rs. 7,150,000"
Toyota,VITZ EDITION 1,2017,Automatic,Petrol,1000,45000,"Rs. 8,650,000"
Nissan,B221,1977,Manual,Petrol,1200,45000,"Rs. 550,000"
Mercedes-Benz,CLA 180 PREMIUM PLUS,2019,Automatic,Petrol,1300,45000,"Rs. 23,800,000"
Mercedes-Benz,CLA 180 PREMIUM PLUS,2019,Automatic,Petrol,1300,45000,"Rs. 23,800,000"
Mercedes-Benz,CLA 180 PREMIUM PLUS,2019,Automatic,Petrol,1300,45000,"Rs. 23,800,000"
Mercedes-Benz,CLA 180 PREMIUM PLUS,2019,Automatic,Petrol,1300,45000,"Rs. 23,800,000"
Mercedes-Benz,CLA 180 PREMIUM PLUS,2019,Automatic,Petrol,1300,45000,"Rs. 23,800,000"
Mercedes-Benz,C180,2018,Automatic,Petrol,1600,45000,"Rs. 23,800,000"
Suzuki,Alto,2015,Manual,Petrol,800,45390,"Rs. 3,980,000"
Mercedes-Benz,E 350e,2017,Automatic,Hybrid,2000,45600,"Rs. 26,500,000"
Mercedes-Benz,E 350e,2017,Automatic,Hybrid,2000,45600,"Rs. 26,500,000"
Toyota,Passo Moda,2018,Automatic,Petrol,990,46000,"Rs. 7,250,000"
Mercedes-Benz,C350E,2017,Automatic,Hybrid,1990,46000,"Rs. 22,500,000"
Honda,Civic Ex,2019,Automatic,Petrol,1000,46700,"Rs. 13,750,000"
Datsun,Redi-GO,2016,Manual,Petrol,800,46845,"Rs. 3,350,000"
Suzuki,Maruti 800,2004,Manual,Petrol,800,47000,"Rs. 1,880,000"
Suzuki,Maruti,2011,Manual,Petrol,800,47320,"Rs. 2,325,000"
Hero-Honda,Pasaon,2004,,,100,47852,"Rs. 155,000"
Micro,Panda,2018,Manual,Petrol,1000,47880,"Rs. 3,500,000"
Suzuki,Spacia Custom Xs,2018,Automatic,Hybrid,650,48000,"Rs. 7,595,000"
Suzuki,Wagon R Stingray,2017,Automatic,Petrol,660,48000,"Rs. 7,000,000"
Suzuki,Maruti 800,2006,Manual,Petrol,800,48000,"Rs. 1,950,000"
Suzuki,Maruti,2011,Manual,Petrol,800,48000,"Rs. 2,590,000"
Micro,Micro,2018,Manual,Petrol,1000,48000,"Rs. 3,545,000"
Suzuki,Alto K10,2015,Manual,Petrol,1000,48000,"Rs. 4,250,000"
Daewoo,Racer,1993,Manual,Petrol,1500,48000,"Rs. 1,150,000"
Hyundai,Eon,2015,Manual,Petrol,814,48287,"Rs. 4,100,000"
Toyota,PREMIO G SUPERIOR,2013,Automatic,Petrol,1500,48900,"Rs. 12,400,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,49000,"Rs. 8,580,000"
Mercedes-Benz,CLA 45 AMG,2018,Automatic,Petrol,2000,49000,"Rs. 40,000,000"
Zotye,Z100,2021,Manual,Petrol,1000,49300,"Rs. 3,500,000"
Suzuki,Celerio LXI,2015,Manual,Petrol,1000,49800,"Rs. 4,650,000"
Mercedes-Benz,S300-LONG WHEEL,2017,Automatic,Hybrid,2140,49800,"Rs. 68,500,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Hybrid,650,50000,"Rs. 6,250,000"
Suzuki,Maruti 800,2007,Manual,Petrol,800,50000,"Rs. 2,225,000"
Suzuki,Alto,2015,Manual,Petrol,800,50000,"Rs. 3,750,000"
Daihatsu,BOON,2017,Automatic,Petrol,990,50000,"Rs. 7,750,000(Ongoing Lease)"
Toyota,Vitz Safety KSP130,2015,Automatic,Petrol,990,50000,"Rs. 6,975,000"
Honda,Civic Hatchback,2017,Automatic,Petrol,1000,50000,"Rs. 11,800,000"
Micro,Panda,2018,Manual,Petrol,1000,50000,"Rs. 3,450,000"
Toyota,Carina,1984,Manual,Petrol,1500,50000,"Rs. 1,265,000"
Toyota,AE81 Corolla,1984,Manual,Petrol,1500,50000,"Rs. 1,280,000"
Toyota,Premio,2018,Manual,Petrol,1500,50000,"Rs. 16,800,000"
Mercedes-Benz,GLA 200 PREMIUM PLUS AMG LINE,2018,Automatic,Petrol,1600,50000,"Rs. 24,000,000"
Toyota,Prius Highest,2013,Automatic,Hybrid,1800,50000,"Rs. 11,975,000"
Nissan,Leaf,2013,Automatic,Electric,70,50600,"Rs. 4,900,000"
Toyota,Vitz Safety,2016,Automatic,Petrol,1000,51000,"Rs. 7,150,000"
Suzuki,Swift RS,2017,Automatic,Petrol,1300,51000,"Rs. 8,150,000"
Toyota,AXIO G LIMITED,2016,Automatic,Petrol,1500,51000,"Rs. 10,700,000"
Toyota,Vitz Ksp130,2016,Automatic,Petrol,1000,51373,"Rs. 7,200,000"
Suzuki,Baleno,2019,Automatic,Petrol,1000,51400,"Rs. 7,950,000"
Isuzu,Gemini,1988,Manual,Diesel,1000,51994,"Rs. 880,000"
Isuzu,Gemini,1988,Manual,Diesel,1000,51994,"Rs. 880,000"
Suzuki,Maruti,2007,Manual,Petrol,800,52000,"Rs. 1,950,000"
Suzuki,Maruti,2011,Manual,Petrol,800,52000,"Rs. 2,275,000"
Hyundai,Grand I10,2017,Automatic,Petrol,1000,52000,"Rs. 5,500,000"
Micro,Panda,2018,Manual,Petrol,1000,52000,"Rs. 3,780,000"
Suzuki,Celerio,2016,Automatic,Petrol,1000,52000,"Rs. 5,275,000"
Suzuki,Celerio X ZXI,2018,Automatic,Petrol,1000,52000,"Rs. 5,790,000"
Mercedes-Benz,C200,2018,Automatic,Petrol,1500,52000,"Rs. 24,800,000"
Suzuki,Maruti 800,2007,Manual,Petrol,800,52431,"Rs. 2,050,000"
Hero-Honda,CD Dawn,2003,,,100,52500,"Rs. 135,000"
Suzuki,Wagon R FZ,2017,Automatic,Hybrid,660,52797,"Rs. 6,500,000"
Toyota,Vitz KSP130,2016,Automatic,Petrol,1000,52800,"Rs. 7,500,000"
Tata,Nano,2012,Manual,Petrol,650,53000,"Rs. 1,525,000"
Toyota,Pixis Custom G,2015,Automatic,Petrol,655,53000,"Rs. 6,300,000"
Suzuki,Wagon R FZ Premium,2018,Automatic,Petrol,658,53000,"Rs. 6,890,000"
Honda,Civic Tech Pack,2017,Automatic,Petrol,1000,53000,"Rs. 13,600,000"
Honda,Civic EX Tech Pack,2017,Automatic,Petrol,1000,53000,"Rs. 13,650,000"
Zotye,Z100,2020,Manual,Petrol,1000,53000,"Rs. 3,295,000"
Mercedes-Benz,E180,2020,Automatic,Petrol,1497,53000,"Rs. 35,000,000"
Toyota,PREMIO NZT260 G SUPERIOR,2020,Automatic,Petrol,1490,53500,"Rs. 16,750,000"
TVS,Victor Glx,2005,,,125,53800,"Rs. 135,000"
Suzuki,Wagon R Fz Safety,2017,Automatic,Hybrid,650,54000,"Rs. 6,650,000"
Kia,Picanto,2017,Automatic,Petrol,1000,54000,"Rs. 6,250,000"
Toyota,Roomy,2017,Automatic,Petrol,1000,54000,"Rs. 8,250,000"
Mitsubishi,Colt,1980,Manual,Petrol,1400,54268,"Rs. 210,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,54488,"Rs. 8,200,000"
Micro,Trend,2009,Manual,Petrol,1075,54500,"Rs. 1,375,000"
Mercedes-Benz,CLA 180,2017,Automatic,Petrol,1590,54500,"Rs. 18,900,000"
Daihatsu,Mira,2018,Automatic,Petrol,650,54755,"Rs. 5,600,000"
Hyundai,Eon,2018,Manual,Petrol,800,55000,"Rs. 4,525,000"
Micro,Panda,2018,Automatic,Petrol,1000,55000,"Rs. 3,850,000"
Micro,Panda Cross,2014,Manual,Petrol,1300,55000,"Rs. 3,520,000"
Micro,Panda Cross,2014,Manual,Petrol,1300,55000,"Rs. 3,520,000"
Ford,Laser,1994,Manual,Petrol,1300,55555,"Rs. 1,850,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,55748,"Rs. 4,400,000"
Toyota,Vitz KSP130,2016,Automatic,Petrol,1000,56000,"Rs. 6,975,000"
Mazda,323 Turbo,2000,Manual,Petrol,1599,56000,"Rs. 1,975,000(Ongoing Lease)"
Toyota,Vitz,2018,Automatic,Petrol,1000,56200,"Rs. 8,050,000"
