Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price Rs.,Negotiable
Nissan,Sunny,Full Option,1986,Manual,Petrol,Saloon,"1,500 cc","240,546 km","Rs 1,900,000",No
Suzuki,Maruti,,2004,Manual,Petrol,Hatchback,800 cc,"40,000 km","Rs 1,900,000",Yes
Toyota,Corona,,1993,Manual,Petrol,Saloon,"1,500 cc","349,772 km","Rs 1,900,000",Yes
Toyota,Carina,AT170,1988,Manual,Petrol,Saloon,"1,500 cc","100,000 km","Rs 1,900,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Maruti Suzuki,800,,2004,Manual,Petrol,Hatchback,800 cc,"119,000 km","Rs 1,925,000",Yes
Tata,Indica,Tata,2006,Manual,Petrol,Hatchback,"1,300 cc","140,000 km","Rs 1,940,000",No
Chery,QQ,,2007,Manual,Petrol,Hatchback,812 cc,"78,000 km","Rs 1,950,000",No
Ford,Festiva,Sport,1996,Manual,Petrol,Hatchback,"1,300 cc","160,000 km","Rs 1,950,000",No
Maruti Suzuki,800,,2006,Manual,Petrol,Saloon,800 cc,"110,000 km","Rs 1,950,000",Yes
Mitsubishi,Galant,,1996,Manual,Diesel,Saloon,"1,600 cc","145,000 km","Rs 1,950,000",Yes
Suzuki,Maruti,Suzuki,2007,Manual,Petrol,,800 cc,"19,765 km","Rs 1,950,000",Yes
Tata,Nano,Twist 2014,2014,Manual,Petrol,Hatchback,624 cc,"125,340 km","Rs 1,950,000",No
Tata,Nano,Twist 2014,2014,Manual,Petrol,Hatchback,624 cc,"125,340 km","Rs 1,950,000",No
Ford,Festiva,Sports,1996,Manual,Petrol,Hatchback,"1,300 cc","155,999 km","Rs 1,960,000",No
Suzuki,Maruti,Maruti 800,2006,Manual,Petrol,Hatchback,800 cc,"750,000 km","Rs 1,960,000",No
Tata,Nano,Nano Twist,2016,Manual,Petrol,Hatchback,624 cc,"119,000 km","Rs 1,970,000",Yes
Chery,QQ,Automatic,2011,Automatic,Petrol,Hatchback,800 cc,"195,000 km","Rs 1,975,000",No
Nissan,Sunny,FB 13,1993,Manual,Diesel,Saloon,"1,790 cc","100,000 km","Rs 1,975,000",No
Nissan,Sunny,FB 13,1993,Manual,Diesel,Saloon,"1,790 cc","100,000 km","Rs 1,975,000",No
Suzuki,Maruti,800,2004,Manual,Petrol,Hatchback,800 cc,"80,394 km","Rs 1,975,000",No
Suzuki,Maruti,800,2006,Manual,Petrol,Saloon,800 cc,"45,000 km","Rs 1,975,000",No
Tata,Nano,2015,2015,Manual,Petrol,Hatchback,675 cc,"180,000 km","Rs 1,975,000",Yes
Toyota,Corolla,AE 91,1987,Manual,Petrol,Saloon,"1,500 cc","167,000 km","Rs 1,975,000",Yes
Hyundai,Sonata,,2001,Automatic,Petrol,Saloon,"2,000 cc","218,215 km","Rs 1,980,000",Yes
Suzuki,Maruti,,2004,Manual,Petrol,Saloon,800 cc,"64,000 km","Rs 1,980,000",No
Chery,QQ,chery QQ,2006,Automatic,Petrol,Hatchback,812 cc,"80,000 km","Rs 1,985,000",Yes
Nissan,Sunny,HB12,1987,Manual,Petrol,Saloon,"1,500 cc","355,000 km","Rs 1,985,000",Yes
Suzuki,Maruti,Maruti 800,2005,Manual,Petrol,Hatchback,800 cc,"101,657 km","Rs 1,985,000",Yes
Suzuki,Maruti,800,2005,Manual,Petrol,Hatchback,800 cc,"84,117 km","Rs 1,995,000",No
Honda,Vezel,Z Orange Package,2015,Automatic,Hybrid,SUV / 4x4,"1,500 cc","70,000 km","Rs 10,000,000",Yes
Honda,Vezel,,2015,Automatic,Petrol,Hatchback,"1,500 cc","122,000 km","Rs 10,000,000",No
Honda,Vezel,Z Orange Package,2015,Automatic,Hybrid,SUV / 4x4,"1,500 cc","70,000 km","Rs 10,000,000",Yes
Honda,Vezel,,2015,Automatic,Petrol,Hatchback,"1,500 cc","122,000 km","Rs 10,000,000",No
Honda,Fit Shuttle,Navi-Premium (GP 2),2014,Automatic,Hybrid,,"1,330 cc","160,000 km","Rs 10,000,000",Yes
Honda,Fit Shuttle,Navi-Premium (GP 2),2014,Automatic,Hybrid,,"1,330 cc","160,000 km","Rs 10,000,000",Yes
Honda,Fit Shuttle,(GP 2) First owner,2013,Automatic,Hybrid,,"1,330 cc","47,000 km","Rs 10,000,000",Yes
Honda,Vezel,,2015,Automatic,Petrol,Hatchback,"1,500 cc","122,000 km","Rs 10,000,000",No
Honda,Vezel,Z Grade,2015,Tiptronic,Hybrid,SUV / 4x4,"1,500 cc","126,000 km","Rs 10,000,000",Yes
Honda,Vezel,Z Grade,2015,Automatic,Petrol,SUV / 4x4,"1,500 cc","130,000 km","Rs 10,000,000",Yes
Honda,Grace,EX,2016,Automatic,Hybrid,Saloon,"1,500 cc","125,000 km","Rs 10,000,000",No
Honda,Vezel,Z Orange Package,2015,Automatic,Hybrid,SUV / 4x4,"1,500 cc","70,000 km","Rs 10,000,000",Yes
Honda,Vezel,,2015,Automatic,Petrol,Hatchback,"1,500 cc","122,000 km","Rs 10,000,000",No
Hyundai,Santa Fe,,2010,Automatic,Diesel,SUV / 4x4,"2,200 cc","77,770 km","Rs 10,000,000",Yes
Mercedes Benz,C180,,2010,Automatic,Petrol,Saloon,"1,597 cc","85,694 km","Rs 10,000,000",Yes
Nissan,X-Trail,,2015,Automatic,Petrol,Station wagon,"2,000 cc","110,000 km","Rs 10,000,000",Yes
Subaru,XV,Hybrid,2014,Tiptronic,Petrol,Hatchback,"2,000 cc","117,700 km","Rs 10,000,000",Yes
Suzuki,Spacia,Turbo Brand New,2025,Automatic,Petrol,Hatchback,650 cc,0 km,"Rs 10,000,000",Yes
Suzuki,Spacia,CUSTOM XS TURBO,2025,Automatic,Hybrid,Hatchback,660 cc,0 km,"Rs 10,000,000",Yes
Suzuki,Spacia,Custom XS Turbo,2025,Automatic,Hybrid,Hatchback,660 cc,100 km,"Rs 10,000,000",Yes
Suzuki,Spacia,Custom XS Turbo,2025,Automatic,Hybrid,Hatchback,660 cc,60 km,"Rs 10,000,000",Yes
Suzuki,S-Cross,,2018,Automatic,Petrol,Hatchback,"1,000 cc","276,000 km","Rs 10,000,000",No
Suzuki,Spacia,Custom 2024,2024,Automatic,Petrol,MPV,660 cc,"3,000 km","Rs 10,000,000",Yes
Toyota,Raize,X,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","23,000 km","Rs 10,000,000",Yes
Toyota,Yaris,G grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","5,400 km","Rs 10,000,000",Yes
Toyota,Raize,X,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","23,000 km","Rs 10,000,000",Yes
Toyota,Yaris,,2023,Automatic,Petrol,Hatchback,"1,000 cc","23,400 km","Rs 10,000,000",Yes
Toyota,Premio,G Superior,2011,Automatic,Petrol,Saloon,"1,500 cc","175,000 km","Rs 10,000,000",Yes
Toyota,Roomy,GT TURBO UN/RE,2022,Automatic,Petrol,Hatchback,"1,000 cc","15,000 km","Rs 10,000,000",Yes
Toyota,Axio,G Grade,2015,Automatic,Petrol,Saloon,"1,490 cc","122,400 km","Rs 10,000,000",Yes
Toyota,Premio,,2010,Automatic,Petrol,,"1,490 cc","140,000 km","Rs 10,000,000",Yes
Toyota,Yaris,G Grade,2018,Automatic,Petrol,Saloon,"1,329 cc","26,000 km","Rs 10,000,000",Yes
Toyota,Yaris,Yaris X Grde,2023,Automatic,Petrol,Saloon,"1,000 cc","9,000 km","Rs 10,000,000",Yes
Toyota,Yaris,G Grade,2022,Automatic,Petrol,Hatchback,"1,000 cc","15,000 km","Rs 10,000,000",Yes
Toyota,Yaris,YARIS 2023 S GRADE,2023,Automatic,Petrol,Hatchback,"1,000 cc","5,000 km","Rs 10,000,000",No
Toyota,Yaris,yaris S grade 2023,2023,Automatic,Petrol,Hatchback,"1,000 cc","13,000 km","Rs 10,000,000",Yes
Toyota,Yaris,Toyota,2022,Automatic,Petrol,Hatchback,"1,000 cc","17,000 km","Rs 10,000,000",Yes
Audi,A1,TFSI,2018,Automatic,Petrol,Hatchback,"1,000 cc","36,000 km","Rs 10,025,000",Yes
Toyota,Roomy,Custom G 2023,2023,Automatic,Petrol,,"1,000 cc","4,300 km","Rs 10,150,000",Yes
Toyota,Yaris,G GRADE,2023,Automatic,Petrol,Hatchback,990 cc,"10,000 km","Rs 10,190,000",Yes
Honda,Vezel,,2015,Automatic,Petrol,,"1,500 cc","38,500 km","Rs 10,200,000",Yes
Kia,Stonic,GT Turbo,2020,Automatic,Petrol,SUV / 4x4,"1,000 cc","45,000 km","Rs 10,200,000",Yes
Mitsubishi,Montero,Sport 2008,2008,Manual,Diesel,SUV / 4x4,"2,500 cc","224,000 km","Rs 10,200,000",No
Mitsubishi,Attrage,,2020,Automatic,Petrol,Saloon,"1,200 cc","65,000 km","Rs 10,200,000",Yes
Suzuki,Spacia,XS Custom Black Top,2025,Automatic,Hybrid,,660 cc,0 km,"Rs 10,200,000",Yes
Suzuki,Spacia,XS Custom Black Top,2025,Automatic,Hybrid,,660 cc,0 km,"Rs 10,200,000",Yes
Suzuki,Spacia,XS Custom Black Top,2025,Automatic,Hybrid,,660 cc,0 km,"Rs 10,200,000",Yes
Suzuki,Vitara,SUV,2019,Automatic,Petrol,SUV / 4x4,"1,000 cc","82,000 km","Rs 10,200,000",Yes
Suzuki,S-Cross,Suzuki,2018,Automatic,Petrol,Hatchback,"1,000 cc","31,000 km","Rs 10,200,000",Yes
Suzuki,Spacia,Customs XS,2025,Automatic,Hybrid,Hatchback,660 cc,550 km,"Rs 10,200,000",Yes
Toyota,Roomy,Custom G Petrol,2023,Automatic,Petrol,,"1,000 cc","18,000 km","Rs 10,200,000",Yes
Toyota,Yaris,G LED Front Headrest,2023,Automatic,Petrol,Hatchback,"1,000 cc","9,800 km","Rs 10,200,000",Yes
Toyota,Allion,260 G Plus,2011,Automatic,Petrol,Saloon,"1,500 cc","165,000 km","Rs 10,200,000",Yes
Toyota,Axio,,2016,Automatic,Hybrid,Saloon,"1,489 cc","174,000 km","Rs 10,200,000",Yes
Toyota,Allion,260 G Plus,2011,Automatic,Petrol,Saloon,"1,500 cc","165,000 km","Rs 10,200,000",Yes
Toyota,Allion,260 G Plus,2011,Automatic,Petrol,Saloon,"1,500 cc","165,000 km","Rs 10,200,000",Yes
Toyota,Prius,,2013,Automatic,Petrol,,"1,800 cc","170,000 km","Rs 10,200,000",No
Toyota,Axio,,2016,Automatic,Hybrid,Saloon,"1,489 cc","174,000 km","Rs 10,200,000",Yes
Toyota,Yaris,Yaris G Grade,2022,Automatic,Petrol,Saloon,990 cc,"35,600 km","Rs 10,200,000",Yes
Toyota,Aqua,S Limited Eagle Eye,2017,Automatic,Hybrid,Hatchback,"1,500 cc","118,000 km","Rs 10,200,000",Yes
Toyota,Axio,,2016,Automatic,Hybrid,Saloon,"1,489 cc","174,000 km","Rs 10,200,000",Yes
Toyota,Yaris,X Smart Edition,2024,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 10,200,000",Yes
Toyota,Roomy,G Grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","5,907 km","Rs 10,200,000",Yes
Toyota,Axio,,2016,Automatic,Hybrid,Saloon,"1,489 cc","174,000 km","Rs 10,200,000",Yes
Toyota,Roomy,Costoum GS,2023,Automatic,Petrol,Hatchback,"1,000 cc","3,000 km","Rs 10,200,000",Yes
Toyota,Yaris,X Push Start,2025,Automatic,Petrol,Hatchback,"1,000 cc",100 km,"Rs 10,200,000",Yes
Toyota,Allion,260 G Plus,2011,Automatic,Petrol,Saloon,"1,500 cc","165,000 km","Rs 10,200,000",Yes
Toyota,Axio,,2016,Automatic,Hybrid,Saloon,"1,489 cc","174,000 km","Rs 10,200,000",Yes
Toyota,Premio,G Superior,2010,Automatic,Petrol,,"1,500 cc","137,000 km","Rs 10,200,000",Yes
Toyota,Premio,,2010,Automatic,Petrol,Saloon,"1,500 cc","260,000 km","Rs 10,200,000",Yes
Toyota,Roomy,Custom G,2024,Automatic,Petrol,MPV,"1,000 cc","15,000 km","Rs 10,200,000",No
Toyota,Prius,S - Turing,2014,Automatic,Hybrid,Hatchback,"1,800 cc","168,000 km","Rs 10,200,000",Yes
Toyota,Axio,,2016,Automatic,Hybrid,Saloon,"1,489 cc","174,000 km","Rs 10,200,000",Yes
Toyota,Roomy,Custom G,2024,Automatic,Petrol,Hatchback,"1,000 cc","15,000 km","Rs 10,200,000",Yes
Toyota,Yaris,yaris S grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","8,000 km","Rs 10,200,000",Yes
Honda,Grace,Hybrid EX,2017,Tiptronic,Hybrid,Saloon,"1,500 cc","196,000 km","Rs 10,250,000",No
Nissan,X-Trail,2015 Hybrid,2015,Automatic,Petrol,SUV / 4x4,"2,000 cc","98,000 km","Rs 10,250,000",Yes
Toyota,Roomy,Custom GT,2023,Automatic,Petrol,MPV,"1,000 cc","8,900 km","Rs 10,250,000",Yes
Toyota,Roomy,Custom GT,2023,Automatic,Petrol,MPV,"1,000 cc","8,900 km","Rs 10,250,000",Yes
Toyota,Roomy,Custom GT,2023,Automatic,Petrol,MPV,"1,000 cc","8,900 km","Rs 10,250,000",Yes
Toyota,Roomy,Custom GT,2023,Automatic,Petrol,,"1,000 cc","20,000 km","Rs 10,250,000",No
Toyota,Yaris,X Grade,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 10,250,000",No
Toyota,Roomy,Custom G Black Top,2023,Automatic,Petrol,MPV,"1,000 cc","18,200 km","Rs 10,250,000",No
Toyota,Yaris,2024 two tone,2024,Automatic,Petrol,Saloon,996 cc,"6,823 km","Rs 10,250,000",Yes
Toyota,Roomy,Custom GT,2023,Automatic,Petrol,,"1,000 cc","18,000 km","Rs 10,250,000",No
Toyota,Roomy,Custom G,2024,Automatic,Petrol,,"1,000 cc","14,000 km","Rs 10,250,000",Yes
Toyota,Roomy,Custom G,2024,Automatic,Petrol,,"1,000 cc","11,420 km","Rs 10,250,000",Yes
Toyota,Roomy,Gt Custom Turbo,2023,Automatic,Petrol,Station wagon,"1,000 cc","8,900 km","Rs 10,250,000",Yes
Toyota,Yaris,Toyota,2025,Automatic,Petrol,Hatchback,"1,000 cc",270 km,"Rs 10,250,000",Yes
Toyota,Yaris,Toyota,2025,Automatic,Petrol,Hatchback,"1,000 cc",270 km,"Rs 10,250,000",Yes
Toyota,Yaris,Yaris X,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 10,250,000",Yes
Daihatsu,Thor,GS Custom un/re,2023,Automatic,Petrol,Hatchback,"1,000 cc","11,700 km","Rs 10,300,000",Yes
Daihatsu,Thor,Custom G Turbo,2025,Automatic,Petrol,MPV,"1,000 cc",25 km,"Rs 10,300,000",No
Daihatsu,Rocky,A210S - X  - SDDD-A1,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 10,300,000",Yes
Mercedes Benz,C180,C200 AMG,2008,Automatic,Petrol,Saloon,"1,800 cc","116,000 km","Rs 10,300,000",Yes
Mitsubishi,Montero,Sport Diesel,2008,Manual,Diesel,SUV / 4x4,"2,500 cc","141,000 km","Rs 10,300,000",Yes
Suzuki,XBee,MZ Turbo Unregister,2023,Automatic,Hybrid,Hatchback,"1,000 cc","19,000 km","Rs 10,300,000",Yes
Suzuki,Vitara,SUV,2019,Automatic,Petrol,SUV / 4x4,"1,000 cc","76,000 km","Rs 10,300,000",Yes
Suzuki,Spacia,,2025,Automatic,Petrol,,650 cc,410 km,"Rs 10,300,000",Yes
Suzuki,Fronx,Alfa,2025,Automatic,Hybrid,Hatchback,990 cc,30 km,"Rs 10,300,000",Yes
Suzuki,Spacia,Custom Xs Turbo,2025,Automatic,Hybrid,MPV,660 cc,0 km,"Rs 10,300,000",Yes
Suzuki,Spacia,4AA - MK54S,2025,Automatic,Petrol,,650 cc,136 km,"Rs 10,300,000",Yes
Toyota,Allion,Toyota,2013,Automatic,Petrol,Saloon,"1,500 cc","130,000 km","Rs 10,300,000",Yes
Toyota,Yaris,G Grade LED,2023,Automatic,Petrol,Saloon,"1,000 cc","17,000 km","Rs 10,300,000",Yes
Toyota,Roomy,CUSTOM GS,2023,Automatic,Petrol,Hatchback,"1,000 cc","21,000 km","Rs 10,300,000",No
Toyota,Roomy,GS Custom un/re,2022,Automatic,Petrol,Hatchback,"1,000 cc","18,000 km","Rs 10,300,000",Yes
Toyota,Yaris,X GRADE,2024,Automatic,Petrol,Hatchback,"1,000 cc","25,000 km","Rs 10,300,000",Yes
Toyota,Yaris,,2024,Automatic,Petrol,,996 cc,"13,000 km","Rs 10,300,000",Yes
Toyota,Roomy,Custom G,2023,Automatic,Petrol,,"1,000 cc","13,205 km","Rs 10,300,000",Yes
Toyota,Roomy,Custom G,2023,Automatic,Petrol,,"1,000 cc","13,205 km","Rs 10,300,000",Yes
Toyota,Roomy,Custom GT Turbo,2023,Automatic,Petrol,Hatchback,"1,000 cc","10,000 km","Rs 10,300,000",No
Toyota,Yaris,X Grade Push Start,2025,Automatic,Petrol,Hatchback,990 cc,"6,000 km","Rs 10,300,000",No
Toyota,Roomy,CUSTOM G,2024,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 10,300,000",Yes
Toyota,Raize,A210A  - X - KWWW-A1,2024,Automatic,Petrol,SUV / 4x4,"1,000 cc","10,000 km","Rs 10,300,000",Yes
Honda,Grace,Hybrid EX,2017,Tiptronic,Hybrid,Saloon,"1,500 cc","196,000 km","Rs 10,350,000",No
Honda,Grace,Hybrid EX,2017,Tiptronic,Hybrid,Saloon,"1,500 cc","196,000 km","Rs 10,350,000",No
Renault,Other Model,kiger Emotion CVT,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 10,350,000",Yes
Renault,Other Model,Kiger Emotion CVT,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc",0 km,"Rs 10,350,000",Yes
Suzuki,Spacia,custom hybrid,2025,Automatic,Petrol,MPV,660 cc,"2,500 km","Rs 10,350,000",No
Suzuki,Spacia,custom hybrid,2025,Automatic,Petrol,MPV,660 cc,"2,500 km","Rs 10,350,000",No
Suzuki,XBee,MZ 4 Way camera,2024,Automatic,Hybrid,Hatchback,"1,000 cc","4,000 km","Rs 10,350,000",Yes
Toyota,Prius,3rd S Limited,2015,Automatic,Hybrid,Station wagon,"1,800 cc","84,000 km","Rs 10,350,000",Yes
Toyota,Roomy,Roomy Custom G,2022,Automatic,Petrol,Hatchback,"1,000 cc","5,000 km","Rs 10,350,000",Yes
Toyota,Prius,S Grade,2012,Automatic,Hybrid,Saloon,"1,800 cc","135,000 km","Rs 10,350,000",No
Toyota,Roomy,GT Turbo,2022,Automatic,Petrol,,"1,000 cc","16,000 km","Rs 10,350,000",Yes
Toyota,Yaris,X GRADE 2024,2024,Automatic,Petrol,Hatchback,"1,000 cc","5,000 km","Rs 10,350,000",Yes
Toyota,Prius,S Limited,2015,Automatic,Hybrid,Station wagon,"1,800 cc","127,000 km","Rs 10,350,000",Yes
Toyota,Yaris,X Smart,2024,Automatic,Petrol,Hatchback,"1,000 cc","14,000 km","Rs 10,350,000",No
Nissan,Magnite,Tekna Plus Cvt,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 10,375,000",Yes
Toyota,Prius,G Touring,2011,Automatic,Hybrid,Saloon,"1,790 cc","205,000 km","Rs 10,375,000",Yes
Toyota,Roomy,Toyota Roomy GT Turb,2023,Automatic,Petrol,Hatchback,"1,000 cc","28,000 km","Rs 10,390,000",Yes
DFSK,Glory,I Auto,2022,Automatic,Petrol,SUV / 4x4,"1,500 cc","49,000 km","Rs 10,400,000",Yes
Suzuki,Spacia,Custom XS Turbo,2025,Automatic,Hybrid,Hatchback,650 cc,0 km,"Rs 10,400,000",Yes
Suzuki,Spacia,Custom XS,2025,Automatic,Hybrid,MPV,650 cc,0 km,"Rs 10,400,000",Yes
Toyota,Raize,G,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","21,000 km","Rs 10,400,000",Yes
Toyota,Raize,G,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","21,000 km","Rs 10,400,000",Yes
Toyota,Yaris,ATIV,2019,Automatic,Petrol,Saloon,"1,200 cc","58,000 km","Rs 10,400,000",No
Toyota,Raize,Z Grade,2020,Automatic,Petrol,SUV / 4x4,"1,000 cc","66,000 km","Rs 10,400,000",Yes
Toyota,Raize,G,2025,Automatic,Petrol,SUV / 4x4,"1,000 cc","21,000 km","Rs 10,400,000",Yes
Toyota,Yaris,G LED Package,2022,Automatic,Petrol,Hatchback,"1,000 cc","26,000 km","Rs 10,400,000",Yes
Toyota,Roomy,Custom GT Turbo,2023,Automatic,Petrol,Hatchback,"1,000 cc","19,000 km","Rs 10,400,000",Yes
Toyota,Roomy,Custom GT,2023,Automatic,Petrol,,"1,000 cc","9,000 km","Rs 10,400,000",Yes
BMW,X1,S Drive,2011,Automatic,Diesel,SUV / 4x4,"2,000 cc","103,500 km","Rs 10,450,000",Yes
Suzuki,Spacia,XZ Custom,2025,Automatic,Petrol,Hatchback,660 cc,328 km,"Rs 10,450,000",Yes
Suzuki,Spacia,Spacia Custom Turbo,2025,Tiptronic,Hybrid,Hatchback,660 cc,11 km,"Rs 10,450,000",Yes
Suzuki,Other Model,EVERYWAGON FULLJOIN,2025,Automatic,Petrol,MPV,660 cc,0 km,"Rs 10,450,000",Yes
Toyota,Roomy,GT Turbo New Color,2024,Automatic,Petrol,MPV,"1,000 cc","1,500 km","Rs 10,450,000",Yes
Toyota,Roomy,GT Turbo New Color,2024,Automatic,Petrol,MPV,"1,000 cc","1,500 km","Rs 10,450,000",Yes
Toyota,Roomy,GT Turbo New Color,2024,Automatic,Petrol,MPV,"1,000 cc","1,500 km","Rs 10,450,000",Yes
Toyota,Yaris,G Grade 4 Way,2024,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 10,450,000",Yes
Toyota,Yaris,X GRADE,2023,Automatic,Petrol,Hatchback,"1,000 cc","6,000 km","Rs 10,450,000",Yes
Toyota,Axio,G,2016,Automatic,Petrol,,"1,500 cc","127,266 km","Rs 10,450,000",No
Toyota,Roomy,Costom G,2022,Automatic,Petrol,Saloon,"1,000 cc","9,800 km","Rs 10,450,000",Yes
Toyota,Roomy,Custom G,2024,Automatic,Petrol,Hatchback,"1,000 cc","4,300 km","Rs 10,475,000",No
Toyota,Premio,G Superior,2013,Automatic,Petrol,Saloon,"1,500 cc","139,000 km","Rs 10,475,000",No
Toyota,Axio,Hybrid G Grade,2017,Automatic,Hybrid,,"1,500 cc","83,200 km","Rs 10,475,000",Yes
Toyota,Roomy,Custom G,2024,Automatic,Petrol,Hatchback,"1,000 cc","4,300 km","Rs 10,475,000",No
Toyota,Prius,3rd Gen,2012,Tiptronic,Hybrid,Saloon,"2,800 cc","123,000 km","Rs 10,475,000",Yes
Mazda,Axela,Axela skyactive,2013,Automatic,Hybrid,Saloon,"2,000 cc","170,000 km","Rs 10,480,000",Yes
Toyota,Axio,Premium G Grade,2016,Automatic,Hybrid,Saloon,"1,500 cc","128,009 km","Rs 10,480,000",Yes
Kia,Other Model,Sonet HTX 1.0L,2025,Automatic,Hybrid,Hatchback,"1,000 cc",0 km,"Rs 10,490,000",No
Suzuki,XBee,MZ Hybrid Brand New,2023,Automatic,Hybrid,Hatchback,"1,000 cc",66 km,"Rs 10,490,000",No
Toyota,Roomy,CUSTOM GS,2023,Automatic,Petrol,Hatchback,"1,000 cc","11,000 km","Rs 10,490,000",No
Toyota,Allion,,2013,Automatic,Petrol,Saloon,"1,490 cc","143,821 km","Rs 10,490,000",No
Toyota,Roomy,Custom G Limited,2024,Automatic,Petrol,MPV,"1,000 cc","11,000 km","Rs 10,495,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
Audi,A3,,2018,Automatic,Petrol,Hatchback,"1,000 cc","97,182 km","Rs 10,500,000",Yes
BMW,520i,E60,2005,Automatic,Petrol,Saloon,"2,000 cc","50,000 km","Rs 10,500,000",No
BMW,523i,Facelift F/Loaded,2007,Automatic,Petrol,Saloon,"2,500 cc","150,000 km","Rs 10,500,000",No
Daihatsu,Thor,Gt Custom Turbo U/R,2022,Automatic,Petrol,Hatchback,"1,000 cc","21,000 km","Rs 10,500,000",No
DFSK,Glory,I AUTO,2021,Automatic,Petrol,SUV / 4x4,"1,500 cc","43,300 km","Rs 10,500,000",No
Honda,Vezel,Z Orange Pack,2016,Automatic,Hybrid,SUV / 4x4,"1,500 cc","86,000 km","Rs 10,500,000",Yes
Honda,Vezel,Z Grade Hybrid,2016,Automatic,Petrol,Hatchback,"1,490 cc","140,000 km","Rs 10,500,000",Yes
Honda,Fit Shuttle,Navi premium,2014,Automatic,Petrol,Station wagon,"1,330 cc","140,000 km","Rs 10,500,000",Yes
Honda,Vezel,,2015,Automatic,Hybrid,,"1,490 cc","126,000 km","Rs 10,500,000",Yes
Hyundai,Tucson,IX35,2014,Automatic,Diesel,SUV / 4x4,"2,000 cc","200,000 km","Rs 10,500,000",Yes
Mazda,Axela,Mazda Axela Hybrid,2013,Automatic,Hybrid,Saloon,"2,000 cc","158,000 km","Rs 10,500,000",No
Mercedes Benz,C180,,2011,Automatic,Petrol,Saloon,"1,600 cc","170,000 km","Rs 10,500,000",Yes
Mercedes Benz,C180,Avant-Garde,2010,Automatic,Petrol,Saloon,"1,600 cc","188,000 km","Rs 10,500,000",Yes
Mitsubishi,Pajero,,1994,Manual,Diesel,SUV / 4x4,"2,800 cc","280,000 km","Rs 10,500,000",Yes
